propietario|prop_tgr_id|rut
COMERCIAL E INMOBILIARIA SAN ALBERTO LTD|E000006234|76514622-4
COMERCIAL E INMOBILIARIA TUNQUEN LIMITAD|E000006235|76354810-4
COMERCIAL E INMOBILIARIA W P L|E000006236|0-0
COMERCIAL E INV ROSARIO Y CIA LT|E000006237|0-0
COMERCIAL E INV RUSSO LIMITADA|E000006238|0-0
COMERCIAL E INV S S  LTDA|E000006239|0-0
COMERCIAL E INV SAN VALENTIN LTD|E000006240|78262310-9
COMERCIAL E INV VISCONTI LTDA|E000006241|78172360-6
COMERCIAL E INVERSIONES VISCONTI LIMITAD|E000006241|78172360-6
COMERCIAL E INVER SANTA VIRGINIA|E000006242|0-0
COMERCIAL E INVERS VOLTERRA S A|E000006243|0-0
COMERCIAL E INVERSIONES|E000006244|0-0
COMERCIAL E INVERSIONES ABT LIMI|E000006245|79510750-9
COMERCIAL E INVERSIONES ABT LIMITADA|E000006245|79510750-9
COMERCIAL E INVERSIONES AJAVAT JESED LIM|E000006246|78281650-0
COMERCIAL E INVERSIONES ALADINO SPA|E000006247|76447593-3
COMERCIAL E INVERSIONES ALCANTAR|E000006248|0-0
COMERCIAL E INVERSIONES ANTILHUE S A|E000006249|79615710-0
COMERCIAL E INVERSIONES ANTUQUIL|E000006250|0-0
COMERCIAL E INVERSIONES BELLINI|E000006251|96657160-8
COMERCIAL E INVERSIONES CANESSA|E000006252|78470810-1
INMOB QUICK Y QUALITY SERVICES LTDA|E000006253|76384610-5
COMERCIAL E INVERSIONES CASABLAN|E000006253|0-0
COMERCIAL E INVERSIONES CATALUNA|E000006254|78311610-3
COMERCIAL E INVERSIONES CHACABUC|E000006255|0-0
COMERCIAL E INVERSIONES CHACABUCO LTDA|E000006256|78599430-2
COMERCIAL E INVERSIONES CHOLGUAHUE LIMIT|E000006257|77001720-3
COMERCIAL E INVERSIONES CLAUDIO ISLA|E000006258|0-0
COMERCIAL E INVERSIONES CLAUDIO ISLA CUE|E000006258|0-0
COMERCIAL E INVERSIONES COMALLE|E000006259|76860434-7
COMERCIAL E INVERSIONES CORTES M|E000006260|0-0
COMERCIAL E INVERSIONES CUSSO LI|E000006261|86999100-7
COMERCIAL E INVERSIONES CUSSO LTDA|E000006261|86999100-7
COMERCIAL E INVERSIONES EL CLOS|E000006262|76040758-5
COMERCIAL E INVERSIONES EL PINAR|E000006263|78619400-8
COMERCIAL E INVERSIONES ELYAM LI|E000006264|76080831-8
COMERCIAL E INVERSIONES EMEGA VI  SION|E000006265|0-0
COMERCIAL E INVERSIONES ENSENADA|E000006266|96611140-2
COMERCIAL E INVERSIONES ENSENADA LIMITAD|E000006267|96611140-2
COMERCIAL E INVERSIONES FSH SPA|E000006268|0-0
COMERCIAL E INVERSIONES GABRIELA|E000006269|96893310-8
COMERCIAL E INVERSIONES H Y R LI|E000006270|78857940-3
INMOB SAGUNTO S A|E000006271|96621470-8
INMOBILARIA SAGUNTO S A|E000006271|96621470-8
INMOBILIARIA SAGUNTO S A|E000006271|96621470-8
INMOBILIARIA SAGUNTO SA|E000006271|96621470-8
COMERCIAL E INVERSIONES HVAR LIM|E000006271|0-0
COMERCIAL E INVERSIONES HVAR SPA|E000006272|76167366-1
INMOB SALESIANOS LTDA|E000006273|79905810-3
COMERCIAL E INVERSIONES IGEMAR M|E000006273|0-0
INMOB SALOMON SACK SA|E000006274|90970000-0
INMOBILIARIA SALOMON SACK S A|E000006274|90970000-0
COMERCIAL E INVERSIONES ITATA LIMITADA|E000006274|76415278-6
INMOB SAN BARTOLOME S A|E000006275|99579780-1
INMOBILIARIA SAN BARTOLOME S A|E000006275|99579780-1
INMOBILIARIA SAN BARTOLOME SA|E000006275|99579780-1
COMERCIAL E INVERSIONES JAIME LA|E000006275|0-0
INMOB SANTA MARIA DE HUECHURABA|E000006276|77516348-8
COMERCIAL E INVERSIONES KING LIM|E000006276|77091660-7
INMOB SANTIAGO DE MORALEDA|E000006278|96867180-4
COMERCIAL E INVERSIONES LH SPA|E000006278|0-0
INMOB SANTO DGO LTDA|E000006279|76825075-8
COMERCIAL E INVERSIONES MARKET G|E000006279|0-0
COMERCIAL E INVERSIONES MEDITERR|E000006280|0-0
COMERCIAL E INVERSIONES MZ SPA|E000006281|0-0
COMERCIAL E INVERSIONES NACIONAL|E000006282|0-0
COMERCIAL E INVERSIONES OPTIMA Y|E000006283|79903870-6
COMERCIAL E INVERSIONES ORTEGA L|E000006284|76737141-1
COMERCIAL E INVERSIONES OTTAWA S|E000006285|96950920-2
COMERCIAL E INVERSIONES PANAMERI|E000006286|0-0
INMOB SIGLO ISABEL SA|E000006287|76911500-5
INMOBILIARIA SIGLO ISABEL S A|E000006287|76911500-5
INMOBILIARIA SIGLO ISABEL SA|E000006287|76911500-5
COMERCIAL E INVERSIONES PORTFOLIO LIMITA|E000006288|99541150-4
COMERCIAL E INVERSIONES REHABINS SPA|E000006289|77209669-0
COMERCIAL E INVERSIONES S B  LIM|E000006290|0-0
COMERCIAL E INVERSIONES S S LTDA|E000006291|0-0
INMOB STA JULIA SOC LTDA|E000006292|76859850-9
COMERCIAL E INVERSIONES SAN LUCAS LIMITA|E000006292|76058279-4
COMERCIAL E INVERSIONES SANTA MA|E000006294|0-0
COMERCIAL E INVERSIONES SANTA VI|E000006295|0-0
INMOB STA MARTA SOC LTDA|E000006296|77066898-0
COMERCIAL E INVERSIONES VERGARA|E000006296|76146093-5
COMERCIAL E INVERSIONES VIENTO NORTE LIM|E000006297|76112040-9
COMERCIAL ECCSA S A|E000006298|83382700-6
COMERCIAL ECOCC LIMITADA|E000006299|76251811-2
COMERCIAL EDOX LIMITADA|E000006300|86392500-2
COMERCIAL EFAL LTDA|E000006301|77391660-8
COMERCIAL EL ALBA LIMITADA|E000006302|89611000-4
COMERCIAL EL ARRAYAN LIMITADA|E000006303|77260820-9
COMERCIAL EL ARRAYAN SPA|E000006304|76760342-8
COMERCIAL EL CAMINO SPA|E000006305|76180781-1
COMERCIAL EL CUSCO SPA|E000006306|77167488-7
COMERCIAL EL PORTICO S A|E000006307|79702590-9
INMOB TERRAZAS DEL CONDOR S A|E000006308|96560690-4
COMERCIAL EL RIOJANO LIMITADA|E000006308|86024500-0
COMERCIAL EL TEJIE LIMITADA|E000006309|76491380-9
COMERCIAL EL TORREON LTDA|E000006310|76036390-1
COMERCIAL ELECTROLAN CHILE LIMIT|E000006311|0-0
COMERCIAL ELECTROMEDICINA LIMITA|E000006312|76963297-2
COMERCIAL ELLADA LIMITADA|E000006313|78015530-2
INMOB TORRE LUIS PASTEUR|E000006314|77209276-8
COMERCIAL ERICK MARTINEZ SABAT E I R L|E000006314|52000411-4
COMERCIAL ERMA Y CIA LTDA|E000006315|78425820-3
COMERCIAL ESCOCIA LIMITADA|E000006316|77665150-8
COMERCIAL ESFERA LIMITADA|E000006317|76020262-2
COMERCIAL ETHOS S A|E000006318|78583750-9
COMERCIAL EUROTEX LIMITADA|E000006319|77511090-2
COMERCIAL EVOLTAPC LIMITADA|E000006320|76014032-5
COMERCIAL EXTERIOR LIMITADA|E000006321|78544780-8
COMERCIAL FABY SPA|E000006322|77886269-7
COMERCIAL FASHION BASH LIMITADA |E000006323|76208326-4
COMERCIAL FASSLER LIMITADA|E000006324|0-0
COMERCIAL FELIPE SEGUNDO LTDA|E000006325|89686600-1
INMOB VISTA PLAZA SA|E000006326|77053864-5
COMERCIAL FENIX LIMITADA|E000006326|76029126-9
COMERCIAL FERROMIR LIMITADA|E000006327|0-0
COMERCIAL FERVI SPA|E000006328|76918655-7
COMERCIAL FIRETECH Y COMPANIA LI|E000006329|77112000-8
COMERCIAL FIRST JEANS LIMITADA|E000006330|76020286-K
COMERCIAL FLEXOGRAFICA LIMITADA|E000006331|76176567-1
COMERCIAL FLORES Y SOLIMANO LTDA|E000006332|78146870-3
INMOB Y COMERC LOMA BLANCA S A|E000006333|96535940-0
INMOB Y COMERCIAL LOMA BLANCA S A|E000006333|96535940-0
INMOBILIARIA Y COM LOMA BLANCA S|E000006333|96535940-0
COMERCIAL FORTUNATA SPA|E000006333|76089823-6
COMERCIAL FOXINI CALAMA Y COMPANIA LIMIT|E000006334|77767900-7
COMERCIAL FOXINI COPIAPO Y COMPA|E000006335|77768390-K
COMERCIAL FOXINI COPIAPO Y COMPANIA LIMI|E000006336|77768390-K
COMERCIAL FUMINAC LIMITADA|E000006337|77980250-7
COMERCIAL G Y M LIMITADA|E000006338|78877750-7
COMERCIAL GYM LTDA|E000006338|78877750-7
COMERCIAL GADEL LTDA|E000006339|77505810-2
COMERCIAL GAEL RIVERA SPA|E000006340|76306446-8
COMERCIAL GALICYS SPA|E000006341|96546910-9
COMERCIAL GALVEZ S A|E000006342|96553010-K
COMERCIAL GAMINIDES LIMITADA|E000006343|0-0
COMERCIAL GARASINO Y CIA LTDA|E000006344|79667650-7
COMERCIAL GASFIX SPA|E000006345|77084979-9
COMERCIAL GASTRONOMICA CORNEJO Y CORNEJO|E000006346|76415534-3
COMERCIAL GENERAL BIOTEC CHILE LIMITADA|E000006347|0-0
COMERCIAL GENOVA S A|E000006348|76900590-0
COMERCIAL GENOVA SA|E000006348|76900590-0
COMERCIAL GERMANA S A|E000006349|96979430-6
COMERCIAL GETPOINT SPA|E000006350|76679431-9
COMERCIAL GIAN PAUL SPA|E000006351|76936863-9
COMERCIAL GOLDEN MOTORS LIMITADA|E000006352|76111646-0
COMERCIAL GOMEZ SANTA MARIA LTDA|E000006353|77467030-0
COMERCIAL GONZALEZ Y COMPANIA LI|E000006354|76496619-8
COMERCIAL GRAFICA MILLANTUE LTDA|E000006355|86654600-2
COMERCIAL GRAFICA VERGARA MORENO Y COMPA|E000006356|76030456-5
COMERCIAL GRAN PRIX SA|E000006357|85433200-7
COMERCIAL GRAND PRIX S A|E000006357|85433200-7
COMERCIAL GRAND PRIX SA|E000006357|85433200-7
COMERCIAL GRAND SHANGHAI LIMITADA|E000006358|76363677-1
COMERCIAL GRASS Y ARUESTE LIMITA|E000006359|88867500-0
COMERCIAL GRASS Y ARUESTE LTDA|E000006359|88867500-0
COMERCIAL GRECO SPA|E000006360|76144681-9
COMERCIAL GRIETAS SPA|E000006361|79573380-9
COMERCIAL GRUPO SEREX SPA|E000006362|76452916-2
COMERCIAL GUENTEN Y PIUCOL LIMIT|E000006363|76262448-6
COMERCIAL GUENTEN Y PIUCOL LIMITADA|E000006363|76262448-6
COMERCIAL H A  LIMITADA|E000006364|0-0
COMERCIAL HABSHA SPA|E000006365|77092678-5
INMOB Y CONSTRUCTORA GALVARINO LTDA|E000006366|76083359-2
COMERCIAL HACHECE LIMITADA|E000006366|78296880-7
COMERCIAL HARABEL S LTDA|E000006367|0-0
COMERCIAL HEBRON LIMITADA|E000006368|76269660-6
COMERCIAL HECTOR CARRASCO Y COMP|E000006369|78111260-7
COMERCIAL HENG FA LIMITADA|E000006371|77954680-2
COMERCIAL HENG LIMITADA|E000006372|77593067-5
COMERCIAL HENG YUAN E I R L |E000006373|0-0
COMERCIAL HIDROBOMBAS LIMITADA|E000006374|79869510-K
COMERCIAL HIMALAYA LIMITADA SPA|E000006375|77658400-2
INMOB Y INVERSIONES GERMAN GUEVARA|E000006376|52001456-K
COMERCIAL HISPANO CHILENA LIMITA|E000006376|79903920-6
COMERCIAL HORNOPIREN LIMITADA|E000006377|79654980-7
COMERCIAL HUA XIANG CHILE LIMITADA|E000006378|76377232-2
COMERCIAL HUANGDONG SPA|E000006379|76010774-3
COMERCIAL HUECHURABA LIMITADA|E000006380|87644900-5
COMERCIAL HUECHURABA LTDA|E000006380|87644900-5
COMERCIAL HUERTOS DEL SUR LIMITA|E000006381|76359104-2
COMERCIAL HYDROPARTES LIMITADA|E000006382|76262585-7
COMERCIAL IBARRA LIMITADA|E000006383|76100797-1
COMERCIAL IGWT LIMITADA|E000006384|76158850-8
INMOBIIARIA E INVERSIONES STA ANA LTD|E000006385|77833340-6
COMERCIAL IL  NONNA LIMITADA|E000006385|0-0
COMERCIAL ILUFI SALINAS COMPANIA LIMITAD|E000006386|76180420-0
COMERCIAL IMPORTADORA Y EXPORTAD|E000006387|76734327-2
COMERCIALIZADORA  IMPORTADORA Y|E000006387|76734327-2
COMERCIALIZADORA  IMPORTADORA Y EXPORTAD|E000006387|76734327-2
COMERCIALIZADORA IMPORTADORA Y E|E000006387|76734327-2
COMERCIALIZADORA IMPORTADORA Y EXPORTAD|E000006387|76734327-2
IMPORTADORA EXPORTADORA Y COMERC|E000006387|76734327-2
IMPORTADORA EXPORTADORA Y COMERCIALIZAD|E000006387|76734327-2
IMPORTADORA EXPORTADORA Y COMERCIALIZADO|E000006387|76734327-2
INMOBIL DAVID GUARDIA GUTIERREZ E I R L|E000006387|77678435-4
INMOBILIARIA DAVID GUARDIA GUTIERREZ|E000006387|77678435-4
COMERCIAL INDULAVAL LIMITADA|E000006389|0-0
COMERCIAL INDUVAL LIMITADA|E000006389|0-0
COMERCIAL INDUSTRIA DE ACOLCHADO|E000006390|0-0
COMERCIAL INDUSTRIAL DIVAL SPA|E000006391|76064956-2
COMERCIAL INDUSTRIAL E INVERSIONES T|E000006392|0-0
COMERCIAL INDUSTRIAL TRANSPORTES|E000006394|0-0
COMERCIAL INDUSTRIAL Y DE INVERS|E000006395|0-0
COMERCIAL INDUSTRIAL Y EXPORTADO|E000006396|0-0
INMOBILIAIRA E INVERS MARANATHA|E000006397|76092324-9
INMOBILIARIA E INVERS MARANATHA|E000006397|76092324-9
COMERCIAL INFOPER LIMITADA|E000006397|76012090-1
COMERCIAL INMOB Y ASESORIAS OLGE|E000006399|0-0
COMERCIAL INMOB Y ASESORIAS OLGER SA|E000006400|0-0
COMERCIAL INMOB Y DE INV PAREDES|E000006401|96985410-4
COMERCIAL INMOBILIARIA E INVERSIONES|E000006402|0-0
COMERCIAL INMOBILIARIA E INVERSIONES CEC|E000006403|0-0
COMERCIAL INMOBILIARIA E INVERSIONES LEM|E000006404|0-0
INMOBILIARIA  INVERSIONES Y ASES|E000006405|78610610-9
INMOBILIARIA INVERSIONES Y ASESO|E000006405|78610610-9
INVERSIONES INMOBILIARIA Y ASESO|E000006405|78610610-9
COMERCIAL INMOBILIARIA Y ASIS PR|E000006405|0-0
COMERCIAL INMOBILIARIA Y DE INVE|E000006406|0-0
COMERCIAL INTEGRA SYSTEM LIMITADA|E000006407|77753520-K
COMERCIAL INTER STORE LIMITADA|E000006408|0-0
COMERCIAL INTERFASE LIMITADA|E000006409|78172740-7
COMERCIAL INVERS Y ASESORIAS ANK|E000006410|0-0
COMERCIAL INVERSIONES Y ASESORIA|E000006411|0-0
COMERCIAL INVERSIONES Y ASESORIAS ANKOR|E000006412|86616200-K
COMERCIAL INVICTUS LIMITADA|E000006413|76480448-1
COMERCIAL IQUIQUE SOC LTDA|E000006414|89486000-6
COMERCIAL IRONTRUST LIMITADA|E000006415|76445750-1
COMERCIAL ISSA LIMITADA|E000006417|76472207-8
COMERCIAL ITALINNEA LTDA|E000006418|84505500-9
COMERCIAL ITURRIAGA GUTIERREZ SOCIEDAD|E000006419|0-0
COMERCIAL J   F LIMITADA|E000006420|0-0
COMERCIAL J  A  R  Y COMPANIA LIMITA|E000006421|76265632-9
COMERCIAL J  A  R  Y COMPANIA LIMITADA|E000006421|76265632-9
COMERCIAL J A R Y COMPANIA LIMITADA|E000006421|76265632-9
COMERCIAL J B L LIMITADA|E000006422|76223936-1
COMERCIAL JANOME LATIN AMERICA L|E000006423|77138570-2
INMOBILIARIA ACTUAL CONDELL SA |E000006424|76159525-3
COMERCIAL JAS LIMITADA|E000006424|76141250-7
COMERCIAL JIANG NAN LIMITADA|E000006425|76230922-K
COMERCIAL JONAS SPA|E000006426|52005017-5
COMERCIAL JOSE IGNACIO LIMITADA|E000006428|0-0
COMERCIAL JUAN CARLOS VALDES GARRIDO SPA|E000006429|76996321-9
COMERCIAL K2 LIMITADA|E000006430|0-0
COMERCIAL KAUFMANN S A|E000006431|96572360-9
COMERCIAL KENDALL S A|E000006432|0-0
COMERCIAL KERBE LTDA|E000006433|78049420-4
COMERCIAL KESWANI Y CIA LIMITADA|E000006434|77581010-6
COMERCIAL KING DA LIMITADA|E000006435|76081358-3
COMERCIAL KMX LIMITADA|E000006436|76029275-3
INMOBILIARIA AGRICOLA E INVERSIONES RAB|E000006437|76645920-K
COMERCIAL KUAN IN LIMITADA|E000006437|77603170-4
COMERCIAL L E LIMITADA|E000006438|0-0
COMERCIAL L PEZ SPA|E000006439|0-0
COMERCIAL LA FORJA SPA|E000006440|76425193-8
COMERCIAL LA FORTUNA LIMITADA|E000006441|76139071-6
COMERCIAL LA JUANA SPA|E000006442|76330524-4
INMOBILIARIA ALBATROS SOCIEDAD A|E000006443|78660840-6
COMERCIAL LA LOMA DEL GANADO LIM|E000006443|78888210-6
COMERCIAL LA PROVIDENCIA LTDA|E000006444|78858710-4
COMERCIAL LA SIRENA LTDA|E000006445|78047190-5
COMERCIAL LA TEATINA LIMITADA|E000006446|0-0
COMERCIAL LA VENDIMIA LIMITADA|E000006447|76713039-2
COMERCIAL LAGUNA VERDE S A|E000006448|96601650-7
COMERCIAL LAMA LIMITADA|E000006449|83024300-3
COMERCIAL LAMBDA CHILE LIMITADA|E000006450|76401117-1
COMERCIAL LARRAIN S A|E000006451|79550730-2
COMERCIAL LARRAIN SA|E000006451|79550730-2
COMERCIAL LAS URBINAS S A |E000006452|88265300-5
COMERCIAL LAS VERTIENTES SPA|E000006453|76742316-0
COMERCIAL LASEN LIMITADA|E000006454|92283000-2
COMERCIAL LASEN S A|E000006455|0-0
COMERCIAL LAVIE LIMITADA|E000006456|76749239-1
COMERCIAL LC HNOS LIMITADA|E000006457|79975850-4
COMERCIAL LEGASALUD LIMITADA|E000006458|76037442-3
COMERCIAL LEON VELIZ SPA|E000006459|96899480-8
COMERCIAL LLAGOSTERA LIMITADA|E000006460|79503620-2
INMOBILIARIA ALTE II S A |E000006461|76792578-6
COMERCIAL LO E MAQ Y EQUIP S A|E000006461|0-0
COMERCIAL LO ESPEJO MAQUINARIAS EQ|E000006462|0-0
COMERCIAL LOMITO S LIMITADA|E000006463|78949820-2
COMERCIAL LONG HUI LIMITADA|E000006464|76360455-1
COMERCIAL LOPEZ ESCOBAR LIMITADA|E000006465|77467986-3
COMERCIAL LORENZO INOSTROZA Y CO|E000006466|76468757-4
COMERCIAL LOS ACANTOS S A |E000006467|96572670-5
COMERCIAL LOS AOS ACANTOS S A |E000006467|96572670-5
COMERCIAL LOS ALPES LTDA|E000006468|79525660-1
COMERCIAL LOS CONQUISTADORES LIM|E000006469|76297106-2
COMERCIAL LOS LAGOS LIMITADA|E000006470|76044452-9
COMERCIAL LOS LIBROS DE SAN ANTONIO LIMI|E000006471|77782970-K
COMERCIAL LOS LIRIOS LIMITADA|E000006472|78067090-8
COMERCIAL LOS POZOS SPA|E000006473|78939380-K
COMERCIAL LOYOLA SPA|E000006474|77323721-2
COMERCIAL LUBBA LIMITADA|E000006475|0-0
INMOBILIARIA ANTIPAN SOCIEDAD AN|E000006476|76560877-5
COMERCIAL LUBBA REGIONES SPA|E000006476|77888630-8
COMERCIAL LUCIANO STEFANO SPA|E000006477|77123151-9
COMERCIAL LUEZAS LIMITADA|E000006478|77705290-K
COMERCIAL LUIS HIDALGO ORELLANA|E000006479|76140748-1
COMERCIAL LUIS IRARRAZAVAL MELLA|E000006480|76041251-1
COMERCIAL LUIS IRARRAZAVAL MELLADO E I R|E000006481|76041251-1
COMERCIAL LUIS ROJAS DIAZ E I R |E000006482|76968120-5
COMERCIAL LUNA LIMITADA|E000006483|77932715-9
COMERCIAL LUNATIKAS SPA|E000006484|77122125-4
COMERCIAL LUNDEON TIME S A|E000006485|96774250-3
COMERCIAL LUZ DIVINA LILIA WILMA ESTANA|E000006486|76379817-8
COMERCIAL LYN LIMITADA|E000006487|76510982-5
COMERCIAL LYON SPA|E000006488|76505977-1
COMERCIAL M Y M ROJAS LIMITADA|E000006489|77028522-4
COMERCIAL M2F SPA|E000006490|76018552-3
COMERCIAL MAB CHILE LIMITADA|E000006491|76150452-5
COMERCIAL MACAM LIMITADA|E000006492|87952900-K
COMERCIAL MACAM LTDA|E000006492|87952900-K
COMERCIAL MACME LTDA|E000006493|79553100-9
COMERCIAL MADERAGRO LTDA|E000006494|0-0
COMERCIAL MAGALLANES LTDA|E000006495|76869348-K
COMERCIAL MAINOS LIMITADA|E000006496|77059150-3
COMERCIAL MALLEA LIMITADA|E000006497|76891068-5
COMERCIAL MAMINA LTDA|E000006498|0-0
COMERCIAL MANEESH INDRU VASWANI|E000006499|0-0
COMERCIAL MANESH RAJAN NAWALRAI NAWALRAI|E000006500|52002764-5
COMERCIAL MANON GATICA GERLACH SPA|E000006501|76490727-2
COMERCIAL MAO LIMITADA|E000006502|76384202-9
COMERCIAL MAQUINAS Y SERVICIOS MAQUISER|E000006503|76265991-3
COMERCIAL MAQUINET LIMITADA|E000006504|77534640-K
COMERCIAL MAQUINET LTDA|E000006504|77534640-K
COMERCIAL MAR AND TIERRA LIMITAD|E000006505|76448475-4
COMERCIAL MAR Y TIERRA LIMITADA|E000006505|76448475-4
INMOBILIARIA AVILES SPA|E000006505|77882064-1
INMOBILIARIA AZAPA S A|E000006506|76063602-9
COMERCIAL MAR AZUL S A|E000006506|99504550-8
COMERCIAL MAR BRAVO LIMITADA|E000006507|78386580-7
COMERCIAL MAR-YO LIMITADA|E000006508|76423648-3
COMERCIAL MARCO ACEVEDO VERA E I R L |E000006509|76301348-0
COMERCIAL MARIA BEATRIZ ALLIENDE LTDA|E000006510|78618730-3
COMERCIAL MARIA DOLORES ALTAMIRANO FERNA|E000006511|0-0
COMERCIAL MARISOL LJ SPA|E000006512|76805086-4
COMERCIAL MAS MAR S A |E000006513|76077764-1
COMERCIAL MASSTIGE DOS LIMITADA|E000006514|0-0
COMERCIAL MAT SPA|E000006515|77717101-1
COMERCIAL MATIAS ANDRES FERRADA HIGUERA|E000006516|76527698-5
COMERCIAL MATTAR Y CIA  LIMITADA|E000006517|76755846-5
COMERCIAL MAVERICK LIMITADA|E000006518|76742160-5
COMERCIAL MAX KARRY LIMITADA|E000006519|76135882-0
COMERCIAL MAXAGRO S A |E000006520|91944000-7
COMERCIAL MAYQUIM CHILE LIMITADA|E000006521|77646950-5
COMERCIAL MEDICIS HEALTHCARE LIM|E000006522|76177490-5
COMERCIAL MEDPHOTO SPA|E000006523|76934120-K
COMERCIAL MELQUISEDEC LIMITADA|E000006524|78510560-5
COMERCIAL MERCURY MUSIC LIMITADA|E000006525|76283252-6
COMERCIAL MERKDER S A |E000006526|76020857-4
COMERCIAL METALURGICA S A|E000006528|96503380-7
COMERCIAL MIGUEL TORRES LIMITADA|E000006529|76012980-1
INMOBILIARIA BERTIN FERNANDEZ|E000006530|76702560-2
COMERCIAL MILAN SPA|E000006530|77251197-3
COMERCIAL MILTIEXPRESS LIMITADA|E000006531|0-0
COMERCIAL MIXER LIMITADA|E000006532|78265320-2
COMERCIAL MODA PELLE LIMITADA|E000006533|76161787-7
COMERCIAL MODACREA LIMITADA|E000006534|77792600-4
COMERCIAL MODENA LIMITADA|E000006535|77790800-6
COMERCIAL MODENA LTDA|E000006535|77790800-6
COMERCIAL MOENA Y COMPANIA LIMITADA|E000006536|76457935-6
COMERCIAL MONLLE LTDA|E000006537|0-0
COMERCIAL MONSERRAT LTDA|E000006538|77195820-6
COMERCIAL MONTANA CHINA LIMITADA|E000006539|76103310-7
COMERCIAL MONTANA CHINA Y COMPANIA LIMIT|E000006540|76520022-9
COMERCIAL MONTEALTO LTDA|E000006541|87682100-1
COMERCIAL MONTT LIMITADA|E000006542|77727890-8
COMERCIAL MOTORSHOP LIMITADA|E000006543|0-0
COMERCIAL MS HERMANOS LIMITADA|E000006544|0-0
COMERCIAL MSM LIMITADA|E000006545|76403662-K
COMERCIAL MULTIEXPRESS SPA|E000006546|77937650-8
COMERCIAL MULTISA LIMITADA|E000006547|0-0
COMERCIAL MULTISA SPA|E000006548|76232968-9
COMERCIAL MULTIWIRELESS LIMITADA|E000006549|76056463-K
COMERCIAL MUNDO CERVECERO Y COMP|E000006550|76045387-0
COMERCIAL MUNDO TARJETAS LIMITADA|E000006551|76433500-7
COMERCIAL MUNDOPORTATIL LIMITADA|E000006552|76102971-1
COMERCIAL MUNOZ Y COMPANIA LIMITADA|E000006553|76329882-5
COMERCIAL MVC SPA Y OTROS|E000006554|76455827-8
COMERCIAL NATALIA XIMENA GUTIERR|E000006555|0-0
COMERCIAL NBH VALENZUELA SPA|E000006556|76781563-8
COMERCIAL NECBA LIMITADA|E000006557|76073320-2
COMERCIAL NEGOCIOS Y SERVICIOS R|E000006558|0-0
COMERCIAL NICOLE LIMITADA|E000006559|76774943-0
COMERCIAL NIEVA S A|E000006560|0-0
COMERCIAL NIEVA SPA|E000006561|79813820-0
COMERCIAL NIZIER SPA|E000006562|85910700-1
COMERCIAL NOFERMAQ SPA|E000006563|76911688-5
COMERCIAL NORTE LIMITADA|E000006564|77878370-3
COMERCIAL NOVA - LINE SPA|E000006565|77104175-2
COMERCIAL NOVALICHES LIMITADA|E000006566|0-0
COMERCIAL NUEVA COPIA LIMITADA|E000006567|77319960-4
INMOBILIARIA CARLOS ESCARATE ROJ|E000006568|76885537-4
COMERCIAL NUEVA FORMA LIMITADA Y|E000006568|78334860-8
COMERCIAL NUEVA YORK SPA|E000006569|0-0
INMOBILIARIA CARLOS MARCELO VERG|E000006570|76885537-4
COMERCIAL NUTRA VENDING CHILE SPA|E000006570|76475809-9
COMERCIAL OASIS DE ATACAMA LIMIT|E000006571|76006523-4
COMERCIAL OLICORP SPA|E000006572|76476806-K
COMERCIAL OMEGA LIMITADA|E000006573|76513460-9
COMERCIAL OMON LIMITADA|E000006574|76543289-8
COMERCIAL ONDAMAR LIMITADA|E000006575|78585280-K
COMERCIAL OPERA LIMITADA|E000006576|79776230-K
COMERCIAL OPTICAS VISION VERDE L|E000006577|76309004-3
COMERCIAL ORAL EXPRESS LIMITADA|E000006578|77958680-4
COMERCIAL ORAL EXPRESS LTDA|E000006578|77958680-4
INMOBILIARIA CASTRO CASTA EDA SPA|E000006579|77257207-7
COMERCIAL ORAL EXPRESS SPA|E000006579|77276700-5
COMERCIAL ORIENTAL SPA|E000006580|77485267-0
COMERCIAL ORIENTE SPA|E000006580|77485267-0
INMOBILIARIA CATALINA ARAVENA TO|E000006580|76183656-0
COMERCIAL ORIENTE MEDIO LIMITADA|E000006581|76512386-0
COMERCIAL ORTIZ Y ALONSO S A|E000006582|96506550-4
COMERCIAL ORVE LIMITADA|E000006583|77648190-4
COMERCIAL OSORNO LIMITADA|E000006584|76436210-1
COMERCIAL OXIMARKET LIMITADA|E000006585|77262400-K
COMERCIAL PACIFIC LTDA|E000006586|84940400-8
COMERCIAL PADRE TADEO S A|E000006587|96859650-0
COMERCIAL PAINTSHOP LIMITADA|E000006588|76392220-0
COMERCIAL PAJARITO NUEVO LIMITADA|E000006589|0-0
COMERCIAL PALERMO SPA|E000006590|76946691-6
COMERCIAL PALPUBLICIDAD LIMITADA|E000006591|0-0
COMERCIAL PALPUBLICIDAD SPA|E000006592|76242011-2
COMERCIAL PARRAGUEZ Y BERGERIE LIMITADA|E000006593|76242822-9
COMERCIAL PARTEK LIMITADA|E000006594|76075840-K
COMERCIAL PASION CREATIVA SPA |E000006595|76348260-K
COMERCIAL PASTRIAN Y CIA LIMITAD|E000006596|78784390-5
COMERCIAL PASTRIAN Y CIA LTDA|E000006596|78784390-5
COMERCIAL PATRICIO CORDOVEZ E I |E000006597|76001517-2
COMERCIAL PAUMAR LIMITADA|E000006598|0-0
COMERCIAL PAZ LIMITADA|E000006599|76345366-9
