cluster_id|rank|b_id|b_name|score
3710|1|70931100-K|CORP MUNICIPAL DE RENCA|0.6349
3710|2|76071747-9|INVERSIONES ANDINAS LIMITADA|0.7316
3710|2|71016300-6|CORP MUNICIPAL DE PANGUIPULLI|0.6111
3710|3|76256321-5|INVERSIONES ANDINAS LIMITADA|0.7316
3710|3|71265200-4|CORP MUNICIPAL DE LO PRADO|0.6085
3711|1|76366821-5|AVENUE SPA|1.0
3711|1|77358981-K|COMERCIAL 21 DE MAYO SPA|0.597
3711|2|77507131-1|SPENS AVENUE SPA|0.8331
3711|2|70366900-K|CORP IGLESIA UNION|0.5437
3711|3|76991768-3|LAKE AVENUE SPA|0.824
3711|3|82871700-6|CORP UNION EVANGELICA|0.5408
3712|1|77575345-5|AVI SPA|1.0
3712|1|70095900-7|CORPORACION NACIONAL DEL CANCER|0.771
3712|2|77007774-5|AVI SPA|1.0
3712|2|61608404-6|INSTITUTO NACIONAL DEL CANCER|0.7037
3712|3|76257088-2|AVI SPA|1.0
3712|3|79975650-1|CORP NACIONAL DE CAPACITACION S A|0.6119
3713|1|76405720-1|AVILA BRAVO AUDITORES ASOCIADOS LIMITADA|1.0
3713|1|72125500-K|CORP TEATRAL DE CHILE|0.6114
3713|2|76713083-K|AVILA BRAVO AUDITORES LIMITADA|0.9208
3713|2|76167522-2|CORTINAS DE CHILE SPA|0.5223
3713|3|84804800-3|AUDITORES ASOCIADOS LTDA|0.8014
3713|3|84470000-8|CORP INTERNACIONAL DE DESARROLLO|0.5083
3714|1|77349059-7|INGENIERIA MECANICA FELIPE ANDRES CONTRERAS AVILA E.I.R.L.|0.6302
3714|1|73832700-4|CORP PRIVADA PARA EL DESARROLLO DE LA UNAP|0.7546
3714|2|76996613-7|TRANSPORTES FELIPE ANDRÉS ÁVILA DE NICOLA E.I.R.L.|0.6074
3714|2|71583900-8|CORP PARA EL DESARROLLO INTEGRAL DEL JOV|0.7537
3714|3|76842976-6|LAVANDERIA FELIPE ANDRES SPA|0.6023
3714|3|75984230-8|CORP PARA EL DESARROLLO PRODUCTIVO DE LA ARAUCANIA|0.753
3715|1|76331795-1|ISLA Y ÁVILA LIMITADA|0.8922
3715|1|77197575-5|ALIMENTOS PARA CHILE SPA|0.5744
3715|2|76055667-K|AVILA Y ATALA LIMITADA|0.8919
3715|2|75944250-4|CORP LUZ DE CRISTO|0.5323
3715|3|76733397-8|ACUÑA  Y ÁVILA LIMITADA|0.8718
3715|3|71987700-1|CORP PARA LA REGIONALIZACION DE CHILE|0.5312
3716|1|76031922-8|INVERSIONES PASCAL LIMITADA|0.6741
3716|1|78366030-K|CORP DE PRESTACIONES MEDICAS LTDA|0.7736
3716|2|78310000-2|AVILES HERMANOS LIMITADA|0.6592
3716|2|77708110-1|PRESTACIONES MEDICAS CITY MEDICA LIMITADA|0.7198
3716|3|76800629-6|AVILES PLAZA LIMITADA|0.6377
3716|3|78430840-5|SOC DE PRESTACIONES MEDICA LTDA|0.6805
3717|1|78475820-6|AGRICOLA AVILES LIMITADA|0.6817
3717|1|78654630-3|SERVICIOS HABITACIONALES LIMITADA|0.7438
3717|2|76800629-6|AVILES PLAZA LIMITADA|0.6739
3717|2|70421500-2|COOP DE SERVICIOS HABITACIONALES|0.7122
3717|3|78310000-2|AVILES HERMANOS LIMITADA|0.6647
3717|3|77337963-7|SOCIEDAD SERVICIOS HABITACIONALES SPA|0.6374
3718|1|96975630-7|ALFA FACTORING S A|0.7899
3718|1|82357600-5|CORPORACION SOCIAL DE AGENTES COMERCIALES|0.7295
3718|2|76326559-5|AVLA S.A.|0.7525
3718|2|72215200-K|CORP DE REHABILITACION SOCIAL|0.6427
3718|3|96629000-5|CHILE FACTORING SA|0.7434
3718|3|69070301-7|CORP DE DESARROLLO SOCIAL DE PROVIDENCIA|0.605
3719|1|76363534-1|AVLA SEGUROS DE CREDITO Y GARANTIA S.A.|1.0
3719|1|96520630-2|INVERSIONES PARA EL DESARROLLO SPA|0.7161
3719|2|76810563-4|ORSAN SEGUROS DE CREDITO Y GARANTIA S.A.|0.8098
3719|2|77575200-9|SERVICIOS PARA EL DESARROLLO LIMITADA|0.7149
3719|3|76079624-7|HDI SEGUROS DE GARANTIA Y CREDITO S.A.|0.7765
3719|3|71274200-3|CORPORACION PARA EL DESARROLO DE SANTIAGO|0.692
3720|1|76255149-7|AVLA SERVICIOS SPA|1.0
3720|1|61313000-4|CORP NACIONAL FORESTAL|0.7109
3720|2|77999075-3|SERVICIOS AVILA SPA|0.6503
3720|2|70095900-7|CORPORACION NACIONAL DEL CANCER|0.6567
3720|3|76824198-8|SERVICIOS AVL SPA|0.6324
3720|3|65998750-3|CORPORACION NACIONAL MAXI-VIDA CHILE|0.641
3721|1|77823370-3|AVS CONSULTORIA E INTERMEDIACION DE SEGUROS SPA|0.8131
3721|1|60301001-9|CORP ADMINISTRATIVA DEL PODER JUDICIAL|0.7261
3721|2|76171043-5|SOCIEDAD DE CONSULTORIA, INTERMEDIACION, ADMINISTRACION, INMOBILIARIA E INVERSIO|0.6017
3721|2|60301009-4|DEPARTAMENTO DE BIENESTAR DEL PODER JUDICIAL|0.6065
3721|3|76233262-0|ASESORIA CONSULTORIA E INTERMEDIACION PATRICIO MARCELO GAUTIER OLIVARES EMPRESA|0.6013
3721|3|70300300-1|ASOC NACIONAL DE EMPLEADOS DEL PODER JUDICIAL|0.5776
3722|1|77823370-3|AVS CONSULTORIA E INTERMEDIACION DE SEGUROS SPA|0.861
3722|1|65215127-2|ASOCIACIÓN NACIONAL DE FUNCIONARIOS DE LA CORPORACIÓN ADMINISTRATIVA DEL PODER J|0.5889
3722|2|96529390-6|EMPRESA DE COMERCIO E INTERMEDIACION SA|0.5668
3722|2|60301001-9|CORP ADMINISTRATIVA DEL PODER JUDICIAL|0.5736
3722|3|76171043-5|SOCIEDAD DE CONSULTORIA, INTERMEDIACION, ADMINISTRACION, INMOBILIARIA E INVERSIO|0.5663
3722|3|65115045-0|CORPORACION EDUCACIONAL DEL SUR|0.547
3723|1|76127504-6|SOCIEDAD DE INVERSIONES ACC LIMITADA|0.6617
3723|1|70043500-8|CORP ANGLICANA DE CHILE|0.7623
3723|2|76309481-2|AVS INVERSIONES SOCIEDAD POR ACCIONES|0.6582
3723|2|65187676-1|CORPORACION HIPOACUSIA DE CHILE|0.6459
3723|3|76117426-6|AVS INVERSIONES SPA|0.6582
3723|3|65153243-4|CORPORACION EDUCACIONAL AURORA DE CHILE|0.6327
3724|1|76911692-3|AVSA ALTO NUNOA SPA|1.0
3724|1|65067418-9|CORPORACION CINEMATOGRAFICA CHILENA|0.6132
3724|2|76481376-6|AVSA NUNOA ORIENTE SPA|0.7088
3724|2|73101300-4|CORPORACION ASOCIACION CHILENA PRO DERECHOS DE LOS NINOS Y JOVENES|0.599
3724|3|76676279-4|ALTO SPA|0.6969
3724|3|75704500-1|CORP ASOCIACION CHILENA PRONACIONES UNIDAS|0.5963
3725|1|76832107-8|AVSA ALTO SANTA ISABEL SPA|1.0
3725|1|65145883-8|CORPORACION DE ASISTENCIA LEGAL AGRICOLA|0.6878
3725|2|76628752-2|SANTA ISABEL SPA|0.8066
3725|2|70816700-2|CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO|0.6735
3725|3|77604555-1|SANTA ISABEL SPA|0.8066
3725|3|65178664-9|CORPORACION DE ASISTENCIA TECNICA EDUCATIVA CREAR|0.6605
3726|1|76775119-2|AVSA CARMEN ARG SPA|1.0
3726|1|76132689-9|CORPORACION DE INVERSIONES LIMA LIMON LIMITADA|0.6522
3726|2|76285977-7|CARMEN SPA.|0.731
3726|2|76391989-7|CORPORACION DE INVERSIONES W LIMITADA|0.6501
3726|3|76951016-8|CARMEN SPA|0.731
3726|3|76069009-0|CORPORACIÓN DE CAPACITACIÓN CINDER INNOVA|0.6077
3727|1|76549656-K|AVSA COMPANIA SPA|1.0
3727|1|77662455-1|MAIPÚ DENTAL SPA|0.7748
3727|2|84400600-4|AVSA INVERSIONES SPA|0.7166
3727|2|77396504-8|CORPORACION DENTAL LA SERENA SPA|0.7071
3727|3|76416789-9|AVSA ASESORIAS SPA|0.6828
3727|3|76363192-3|CENTRO DENTAL MAIPU REDENTAL SPA|0.6991
3728|1|76607279-8|AVSA EL LLANO SPA|1.0
3728|1|65091870-3|IGLESIA EJERCITO EVANGELICO DE CRISTO PENTECOSTAL|0.6155
3728|2|76864809-3|EL LLANO SPA|0.8393
3728|2|70620300-1|CORPORACION RENACER|0.5564
3728|3|77906969-9|EL LLANO SPA|0.8393
3728|3|53334697-9|CORPORACIÓN FÉNIX|0.5564
3729|1|76574993-K|AVSA INDEPENDENCIA SPA|1.0
3729|1|71612100-3|CORPORACIÓN EDUCACIONAL BAUTISTA|0.6546
3729|2|77728618-8|INDEPENDENCIA SPA|0.8424
3729|2|70047300-7|CONVENCION EVANGELICA BAUTISTA DE CHILE|0.6445
3729|3|76020294-0|INVERSIONES INDEPENDENCIA SPA.|0.7841
3729|3|65146991-0|CORPORACION EDUCACIONAL SOL DE CHILE|0.6297
3730|1|77676979-7|AVSA LIRA SPA|1.0
3730|1|79860950-5|CORPORACION INSTITUTO PROFESIONAL ARCOS|0.7753
3730|2|76402885-6|LIRA SPA|0.7916
3730|2|87152900-0|CORPORACION INSTITUTO PROFESIONAL INACAP|0.7731
3730|3|84400600-4|AVSA INVERSIONES SPA|0.7293
3730|3|96633950-0|CORPORACION INSTITUTO PROFESIONAL ESUCOMEX|0.7489
3731|1|76800078-6|AVSA LOS ALERCES SPA|1.0
3731|1|70941900-5|CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE COLINA|0.6185
3731|2|77749599-2|LOS ALERCES SPA|0.85
3731|2|70954900-6|CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE CALAMA|0.6126
3731|3|77235539-4|LOS ALERCES SPA|0.85
3731|3|65137034-5|CORPORACIÓN DE DESARROLLO TERRITORIAL|0.6064
3732|1|76981649-6|AVSA NELSON SPA|1.0
3732|1|65113201-0|CORPORACION MUNICIPAL DE DEPORTES DEL MAULE|0.7321
3732|2|84400600-4|AVSA INVERSIONES SPA|0.7195
3732|2|70902400-0|CORPORACION MUNICIPAL DE SAN JOSE DE MAI|0.7314
3732|3|76416789-9|AVSA ASESORIAS SPA|0.6743
3732|3|65106927-0|CORPORACION MUNICIPAL DE CULTURA DE PAINE|0.7296
3733|1|76981654-2|AVSA NUEVA ZANARTU SPA|1.0
3733|1|76722193-2|CORDILLERA S.A|0.5245
3733|2|76800072-7|AVSA ZANARTU SPA|0.8762
3733|2|96613750-9|CORPORA AGRICOLA S A|0.5028
3733|3|84400600-4|AVSA INVERSIONES SPA|0.6899
3733|3|83537800-4|CORP RABCO S A|0.4979
3734|1|76409386-0|AVSA NUNOA HC SPA|1.0
3734|1|76333560-7|CORREA E HIJOS LIMITADA|0.6978
3734|2|76481376-6|AVSA NUNOA ORIENTE SPA|0.7103
3734|2|77714273-9|TRANSPORTES CORREA E HIJOS SPA|0.6291
3734|3|76911692-3|AVSA ALTO NUNOA SPA|0.7092
3734|3|76691628-7|TRANSPORTES CORREA E HIJOS LIMITADA|0.6065
3735|1|76481376-6|AVSA NUNOA ORIENTE SPA|1.0
3735|1|77818176-2|AGRICOLA TERESA CORREA SPA|0.6575
3735|2|76911692-3|AVSA ALTO NUNOA SPA|0.7175
3735|2|76960378-6|CORREA CORREA LIMITADA|0.6458
3735|3|76409386-0|AVSA NUNOA HC SPA|0.7017
3735|3|76483283-3|COMERCIAL MERCADO LIMITADA|0.5787
3736|1|76981653-4|AVSA PDV SPA|1.0
3736|1|76960378-6|CORREA CORREA LIMITADA|0.616
3736|2|76617995-9|PDV SPA|0.7852
3736|2|76483283-3|COMERCIAL MERCADO LIMITADA|0.572
3736|3|84400600-4|AVSA INVERSIONES SPA|0.7578
3736|3|76603925-1|CORREA INVERSIONES SPA|0.5686
3737|1|76800072-7|AVSA ZANARTU SPA|1.0
3737|1|77540130-3|CORREA Y CORREA LIMITADA|0.764
3737|2|76981654-2|AVSA NUEVA ZANARTU SPA|0.8762
3737|2|76826991-2|CORREA Y LENIZ ARQUITECTOS SPA|0.7632
3737|3|84400600-4|AVSA INVERSIONES SPA|0.7136
3737|3|76351556-7|CORREA & DOMINGUEZ ARQUITECTOS LIMITADA|0.7604
3738|1|76140312-5|AVSYS SPA|1.0
3738|1|76961118-5|CORREDOR ANDINO SPA|0.5507
3738|2|76309481-2|AVS INVERSIONES SOCIEDAD POR ACCIONES|0.4694
3738|2|77810332-K|CORREA DÍAZ SPA|0.5435
3738|3|76257088-2|AVI SPA|0.4426
3738|3|77973982-1|CORREDOR ACTIVA SPA|0.5249
3739|1|76691587-6|AWAKE SPA|1.0
3739|1|77627419-4|SEBASTIAN CAMILO ALFARO ESCOBAR ASESORIA JURIDICA E.I.R.L.|0.6176
3739|2|76445056-6|AWAKE SPA|1.0
3739|2|77201206-3|LIBROS SEBASTIÁN ESCOBAR E.I.R.L.|0.5894
3739|3|76810774-2|AWAKE SPA|1.0
3739|3|76408907-3|COMERCIAL ESCOBAR SPA|0.5814
3740|1|77274250-9|AWALE ASESORIAS E INVERSIONES SPA|1.0
3740|1|77444421-1|RAFAEL PÉREZ INVERSIONES E.I.R.L.|0.5892
3740|2|76944561-7|AWA CHILE INVERSIONES SPA|0.4735
3740|2|77555571-8|COMERCIALIZADORA  RAFAEL SPA|0.5628
3740|3|78785590-3|AWS ASESORIAS E INVERSIONES LIMITADA|0.4489
3740|3|76720051-K|COMERCIAL RAFAEL LIMITADA|0.5519
3741|1|78785590-3|AWS ASESORIAS E INVERSIONES LIMITADA|1.0
3741|1|77467355-5|SERVICIOS  SILVA ANDREA SPA|0.596
3741|2|77438028-0|ASESORIAS E INVERSIONES AWITEM LIMITADA|0.6409
3741|2|77721382-2|COMERCIALIZADORA LUZ SPA|0.5548
3741|3|76270176-6|ASESORIAS E INVERSIONES AWAD Y LEE LIMITADA|0.5862
3741|3|77276289-5|COMERCIALIZADORA LUZ SPA|0.5548
3742|1|77177456-3|AXI  SPA|1.0
3742|1|78723900-5|INVERSIONES BERTA LTDA|0.5126
3742|2|76722008-1|AXIM SPA|0.5752
3742|2|77887005-3|INVERSIONES IRENE SPA|0.5098
3742|3|77800976-5|AXIV SPA|0.5752
3742|3|76434878-8|INVERSIONES IRENE SPA|0.5098
3743|1|76210656-6|AXIOM INGENIERIA Y CONSTRUCCION S.A|1.0
3743|1|76031086-7|CORREDORA DE PROPIEDADES BOETSCH SOCIEDAD ANONIMA CERRADA|0.7402
3743|2|76395150-2|SOCIEDAD ANONIMA DE INGENIERIA Y CONSTRUCCION|0.7907
3743|2|76993968-7|BOETSCH PROPIEDADES SPA|0.6681
3743|3|96711230-5|INGENIERIA Y CONSTRUCCION INMOBILIARIA S A|0.7794
3743|3|76858902-K|CORREDORA DE PROPIEDADES URRUTIA SPA|0.648
3744|1|96986280-8|AXIOMA S A|1.0
3744|1|76008701-7|CORREDORA DE SEGUROS LA CAMARA SPA|0.7676
3744|2|96584270-5|AXIOMA S A|1.0
3744|2|77371990-K|CORREDORES DE SEGUROS SECURITY LIMITADA|0.7224
3744|3|77101857-2|AXIOMA SPA|0.7078
3744|3|76281724-1|CORREDORA DE SEGUROS NEWEN LIMITADA|0.7192
3745|1|76440478-5|AXION SPA|1.0
3745|1|96529390-6|EMPRESA DE COMERCIO E INTERMEDIACION SA|0.5731
3745|2|76483591-3|AXION CHILE SPA|0.8164
3745|2|76701264-0|BISKUPOVIC HERMANOS SERVICIOS DE CORRETAJE E INTERMEDIACIÓN SPA|0.5459
3745|3|76432365-3|GRUPO AXION SPA|0.7981
3745|3|76055476-6|ASESORIAS PROMOCION E INTERMEDIACION DE CIRUGIAS NEWLIFE LIMITADA|0.5168
3746|1|76360154-4|AXIS S.A.|1.0
3746|1|79956180-8|CORRETAJES MARITIMOS DEL PACIFICO  LTDA|0.7429
3746|2|96569430-7|AXIS S A|1.0
3746|2|76746079-1|CORRETAJES Y SERVICIOS MARITIMOS LIMITADA|0.7267
3746|3|96752850-1|AXIS              CHILE S.A.|0.779
3746|3|50997640-6|CORRETAJES LIMITADA|0.7101
3747|1|76170103-7|AXIS SPA|1.0
3747|1|96654180-6|CIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S A|0.6113
3747|2|77706555-6|AXIS SPA|1.0
3747|2|76073920-0|IMC CORREDORES DE SEGUROS S.A.|0.5666
3747|3|76460449-0|Z-AXIS SPA|0.82
3747|3|94426000-5|MDS CORREDORES DE SEGUROS S.A.|0.555
3748|1|76969216-9|AXTYONS SERVICES SPA|1.0
3748|1|78562700-8|CORTAZAR Y MORIZON ASESORIAS PROFE SIONALES E INVERSIONES LTDA|0.792
3748|2|76508749-K|SERVICES SPA|0.8067
3748|2|76108700-2|SOC CORTAZAR Y CORTAZAR LTDA|0.6045
3748|3|76897699-6|SERVICES SPA|0.8067
3748|3|77355828-0|CONSTRUCCIÓN Y ASESORÍAS SPA|0.5374
3749|1|76037437-7|AYALA E HIJOS LIMITADA|1.0
3749|1|77085446-6|SOCIEDAD MECÁNICA CORTE Y PLEGADO LIMITADA|0.7931
3749|2|76829283-3|LUZ AYALA E HIJOS LIMITADA|0.8927
3749|2|76017940-K|CORTE Y PLEGADO CONMETAL SPA|0.7658
3749|3|78909720-8|PARADA E HIJOS LIMITADA|0.7227
3749|3|76878290-3|CONMETAL LIMITADA|0.7037
3750|1|77206072-6|AYALA RACING SPA|1.0
3750|1|76261595-9|AGRICOLA Y GANADERA CORTES CUADRA LIMITADA|0.7145
3750|2|77796113-6|RACING SPA|0.8025
3750|2|76234640-0|CORTES Y CORTES LIMITADA|0.6828
3750|3|76280914-1|AYALA SPA|0.7968
3750|3|77858454-9|COMERCIAL CORTES  LIMITADA|0.6767
3751|1|76456273-9|AYCO SPA|1.0
3751|1|77976112-6|COMERCIALIZADORA E IMPORTADORA MARTINA SPA|0.5825
3751|2|77287357-3|A&C SPA|0.5857
3751|2|77807777-9|CORVALAN E HIJOS SPA|0.5809
3751|3|77670296-K|A&G SPA|0.4692
3751|3|76667128-4|COMERCIALIZADORA MARTINA SPA|0.5754
3752|1|77459781-6|AYD SPA|1.0
3752|1|79931210-7|COSERFO S A|0.6291
3752|2|77131156-3|A&D SPA|1.0
3752|2|86712100-5|COSEM S.A.|0.5735
3752|3|77344011-5|A Y D SPA|1.0
3752|3|96681250-8|COSETRAN S.A.|0.5539
3753|1|76128197-6|AYEKAN SOCIEDAD ANONIMA|1.0
3753|1|96952900-9|EMPRESAS MARTINEZ SOCIEDAD ANONIMA|0.559
3753|2|77331775-5|AYEKAN SPA|0.7075
3753|2|99591160-4|WALKER MARTINEZ S A|0.5365
3753|3|77475897-6|AYEKAN SPA|0.7075
3753|3|78473070-0|MARTINEZ Y ASOCIADOS S.A|0.5319
3754|1|77331775-5|AYEKAN SPA|1.0
3754|1|77408876-8|COMERCIAL MARTINEZ SPA|0.5265
3754|2|77475897-6|AYEKAN SPA|1.0
3754|2|78047328-2|COMERCIAL MARTINEZ SPA|0.5265
3754|3|77669482-7|AYEKAN SPA|1.0
3754|3|76297010-4|COMERCIAL MARTINEZ SPA|0.5265
3755|1|76818045-8|AYF INVERSIONES SPA|1.0
3755|1|76117268-9|COSIL INVERSIONES SPA|0.7475
3755|2|76399010-9|INVERSIONES A & F SPA|0.8818
3755|2|76480020-6|INVERSIONES COSPIN S.A|0.5778
3755|3|77824434-9|INVERSIONES A&F SPA|0.8818
3755|3|76080851-2|INVERSIONES COSIL LIMITADA|0.5562
3756|1|76021669-0|AYRES SECURITY & COMPANIA LIMITADA|0.9173
3756|1|76589390-9|COSMETICA INVERSIONES LIMITADA|0.696
3756|2|76169009-4|PRIME SECURITY COMPAÑIA LIMITADA|0.7283
3756|2|76738982-5|TECNOLOGIA COSMETICA LIMITADA|0.6559
3756|3|76030030-6|GAS SECURITY Y COMPANIA LIMITADA|0.6576
3756|3|76456219-4|COSMETICA ORGANICA LIMITADA|0.6527
3757|1|77487168-3|AZOCAR SPA|0.6119
3757|1|77790420-5|COSMETICA NACIONAL S A|0.7657
3757|2|76942407-5|FISCHER SPA|0.5847
3757|2|96939610-6|PANGEA SOCIEDAD  ANONIMA|0.6177
3757|3|77810622-1|FISCHER SPA|0.5847
3757|3|96515610-0|COMERCIAL BECKER SOC ANONIMA|0.6089
3758|1|76019512-K|CLINICA ODONTOLOGICA JOSE LUIS ROSE FISCHER E.I.R.L.|0.6017
3758|1|76572462-7|INVERSIONES MERCADO SPA|0.5603
3758|2|77863127-K|FERRETERIA JOSE LUIS SPA|0.5755
3758|2|77370718-9|INVERSIONES MERCADO SPA|0.5603
3758|3|76830903-5|ACTIVIDADES AGRICOLAS JOSE AZOCAR ALARCON SPA|0.5151
3758|3|76213729-1|INVERSIONES MERCADO SPA|0.5603
3759|1|76003632-3|AZOCAR LEON ASESORIAS E INVERSIONES LIMITADA|0.7526
3759|1|77063660-4|COMERCIAL TABANCURA LIMITADA|0.6882
3759|2|78314680-0|ASESORIAS E INVERSIONES AZOCAR     LIMITADA|0.6839
3759|2|76523642-8|INMOBILIARIA TABANCURA LIMITADA|0.6567
3759|3|76815767-7|ASESORIAS, INVERSIONEES E INMOBILIARIA, AZOCAR LIMITADA|0.6317
3759|3|78403020-2|INMOBILIARIA PEDIATRICA LIMITADA|0.6555
3760|1|76617477-9|AZÓCAR Y ASOCIADOS LIMITADA|1.0
3760|1|76866332-7|COURT SPA|0.6715
3760|2|76467679-3|AMENGUAL Y AZOCAR ASOCIADOS LIMITADA|0.832
3760|2|76376635-7|JAVIERA SPA|0.5757
3760|3|84783700-4|AZOCAR Y COMPANIA LIMITADA|0.7476
3760|3|76121861-1|DONA JAVIERA SPA|0.5563
3761|1|77797490-4|DISTRIBUIDORA AZOR INTERNACIONAL COMPANIA LIMITADA|0.852
3761|1|53277040-8|COMUNIDAD COVARRUBIAS FERNANDEZ|0.6455
3761|2|78250510-6|AZOR INVERSIONES LIMITADA|0.6475
3761|2|76607100-7|INMOBILIARIA COVARRUBIAS S.A.|0.6258
3761|3|76971091-4|AZOR SYSTEM LIMITADA|0.5753
3761|3|96665610-7|COVARRUBIAS Y CIA S A|0.6239
3762|1|78250510-6|AZOR INVERSIONES LIMITADA|1.0
3762|1|76516694-2|COVER TOP LIMITADA|0.4711
3762|2|77280275-7|AZO INVERSIONES LIMITADA|0.6779
3762|2|76696395-1|GAME COVER LIMITADA|0.4396
3762|3|76223571-4|INVERSIONES AZORES LIMITADA.-|0.6105
3762|3|84543300-3|COLOMBO LIMITADA|0.4212
3763|1|76267686-9|AZTECA SPA|1.0
3763|1|76068257-8|COVE S.A.|0.5278
3763|2|77095498-3|INVERSIONES AZTECA SPA|0.7943
3763|2|96525200-2|COVIP S A|0.4995
3763|3|77522017-1|PRINCESA AZTECA SPA|0.7573
3763|3|76381640-0|COVASA S A|0.49
3764|1|76609769-3|AZTRO COMUNICACIONES LIMITADA|1.0
3764|1|77107860-5|CARRENO E HIJOS LIMITADA|0.6883
3764|2|78390110-2|MACRO COMUNICACIONES LIMITADA|0.7072
3764|2|76302815-1|MOLINA E HIJOS LIMITADA|0.6875
3764|3|76135480-9|E COMUNICACIONES LIMITADA|0.7037
3764|3|77355422-6|ALVARADO E HIJOS LIMITADA|0.6776
3765|1|69110900-3|I MUNICIPALIDAD DE MAULE|0.5778
3765|1|50368770-4|CRASS S A|0.464
3765|2|69254600-8|I MUNICIPALIDAD SAN JOAQUIN|0.574
3765|2|96764570-2|INVERSIONES CRADALAN LIMITADA|0.462
3765|3|69110400-1|I MUNICIPALIDAD DE TALCA|0.5686
3765|3|99592200-2|CRILLON S.A.|0.4562
3766|1|76703493-8|AZUL PROFUNDO SERVICIOS Y COMERCIO SPA|1.0
3766|1|76853705-4|CONSTRUCCIONES OLGUIN LIMITADA|0.738
3766|2|76448853-9|AZUL PROFUNDO SPA|0.75
3766|2|77465430-5|EDICIONES OLGUIN LIMITADA|0.7357
3766|3|77528185-5|AZUL PROFUNDO SPA|0.75
3766|3|76238922-3|CREACIONES FLORES LIMITADA|0.6802
3767|1|76842293-1|CRI SPA|1.0
3767|2|78042483-4|CRIMAI SPA|0.5595
3767|3|77693196-9|CONSTRUCTORA C R I SPA|0.5556
3768|1|76838659-5|B-AMBIENTAL SPA|1.0
3768|1|76652630-6|CRIBENGI SPA|0.7237
3768|2|77490757-2|AMBIENTAL SPA|0.8552
3768|2|99592200-2|CRILLON S.A.|0.4805
3768|3|77933388-4|TECNOLOGÍA AMBIENTAL SPA|0.6887
3768|3|79694320-3|CRISOL S A|0.4786
3769|1|78715140-K|B & F CORREDORES DE SEGUROS LIMITADA|0.921
3769|1|77825032-2|CRIGA SPA|0.5217
3769|2|76620819-3|BF CORREDORA DE SEGUROS LIMITADA|0.7485
3769|2|77918568-0|CRISMA SPA|0.4675
3769|3|76564764-9|BCG CORREDORES DE SEGUROS LIMITADA|0.6929
3769|3|77553212-2|CRISAN SPA|0.4672
3770|1|96937790-K|B & M SECURITY SYSTEMS S A|1.0
3770|1|77150587-2|CRINO SPA|0.6561
3770|2|96807120-3|INTER CON SECURITY SYSTEMS CHILE S A|0.6177
3770|2|76742553-8|CRINO CONSULTORIA Y ASESORÍA SPA|0.6181
3770|3|76184263-3|SM SECURITY S.A.|0.6088
3770|3|76523932-K|CRISTIAN CAAMAÑO Y COMPAÑIA LIMITADA|0.5255
3771|1|76076408-6|B & S INVERSIONES E INMOBILIARIA LIMITADA|0.7393
3771|1|77019773-2|TRANSPORTES CRISOSTOMO SPA|0.566
3771|2|78655090-4|INVERSIONES E INMOBILIARIA B & S LIMITADA|0.6726
3771|2|76483283-3|COMERCIAL MERCADO LIMITADA|0.5574
3771|3|76121015-7|B & S INVERSIONES SPA|0.651
3771|3|79605110-8|MERCADO COMERCIAL LIMITADA|0.5501
3772|1|96755420-0|BBS INVESTMENT S A|1.0
3772|1|76590197-9|INVERSIONES SAN JOSE S.A|0.541
3772|2|76306184-1|INVESTMENT S.A.|0.789
3772|2|99532340-0|AGRICOLA SAN JOSE S A|0.5397
3772|3|76427150-5|DEL INVESTMENT S.A.|0.7072
3772|3|96784540-K|COMERCIAL DON JOSE S.A.|0.5373
3773|1|99505760-3|INVERSIONES DON FERNANDO S A|0.5256
3773|2|78125610-2|INMOBILIARIA E INVERSIONES FERNANDO DIAZ|0.5103
3773|3|79637470-5|CONSTRUCTORA SAN FERNANDO S A|0.4995
3774|1|84716400-K|B BOSCH SA|1.0
3774|1|86899200-K|CRISTI MORA PUBLICIDAD Y MARKETING SPA|0.5171
3774|2|77084896-2|INMOBILIARIA B. BOSCH SA|0.7157
3774|2|96431000-9|PUBLICIDAD Y COMERCIO S A|0.5008
3774|3|96853390-8|ROBERT BOSCH S.A.|0.6353
3774|3|96515160-5|COMUNICACION PUBLICIDAD Y SERVICIOS S A|0.4823
3775|1|76416400-8|BRAUN CORP S.A.|0.5452
3775|1|76109851-9|CRISTIAN BANDA MUNOZ CONSTRUCCIONES Y TRANSPORTE DE CARGA E.I.R.L.|0.6515
3775|2|96892930-5|GLOBAL BRANDS CHILE S A|0.4889
3775|2|77689268-8|CRISTIAN MUÑOZ SALINAS SPA|0.6248
3775|3|76308000-5|BOMBAS BRAUN S A|0.4882
3775|3|77765563-9|CRISTIAN LEIVA MUNOZ SPA|0.6235
3776|1|79682180-9|B C A CONSULTORES AUDITORES LIMITADA|1.0
3776|1|76167448-K|CRISTIAN PRADO CARVAJAL INVERSIONES EIRL|0.7399
3776|2|78988120-0|AUDITORES CONSULTORES LIMITADA|0.8563
3776|2|77905429-2|SERVICIOS CRISTIAN CARVAJAL E.I.R.L.|0.655
