propietario|prop_tgr_id
CONST MET CUEVAS OSSANDON SA|E000007754
CONST MISAWA HOMES LTDA|E000007755
CONST MISAWA HOMES LTDA |E000007755
CONST MOLINA MOREL 43 LTDA|E000007756
CONST MOLINA MOREL 44 LTDA|E000007756
CONST MOLINA MOREL 45 LTDA|E000007756
CONST MOLLER Y PEREZ C SA|E000007757
CONST MOLLER Y PEREZ COTAPOS S A|E000007758
CONST MOLLER Y PEREZ COTAPOS SA|E000007758
E C MOLLER Y PEREZ COTAPOS S A|E000007758
E CONST MOLLER Y PEREZ COTAPOS SA|E000007758
E MOLLER Y PEREZ COTAPOS S A|E000007758
E MOLLER Y PEREZ COTAPOS SA|E000007758
EC MOLLER Y PEREZ COTAPOS SA|E000007758
EMP CONS MOLLER Y PEREZ COTAPOS S A|E000007758
EMP CONS MOLLER Y PEREZ COTAPOS SA|E000007758
EMP CONST MOLLER Y PEREZ COT SA|E000007758
EMP CONST MOLLER Y PEREZ COTAPOS S A|E000007758
EMP CONST MOLLER Y PEREZ COTAPOS SA|E000007758
EMP MOLLER Y PEREZ COTAPOS S A|E000007758
EMP MOLLER Y PEREZ COTAPOS SA|E000007758
MOLLER Y PEREZ COTAPOS S A|E000007758
MOLLER Y PEREZ COTAPOS SA|E000007758
CONST MONSA LTDA|E000007759
CONST MONSERRAT LTDA|E000007760
CONST MONTEFOR LTDA|E000007761
CONST NAHMIAS HNOS Y CIA S A|E000007762
CONST NAHMIAS HNOS Y CIA SA|E000007762
CONST NAHMIAS Y CIA|E000007763
CONST NALON LTDA|E000007764
CONST NUBLE S A|E000007765
INMOBILIARIA EDUCARE SPA|E000007765
CONST ORIENTE VIVIENDAS ECONOM LTDA|E000007766
CONST PACIFICO SUR LTDA|E000007767
CONST PALACIO RIESCO S A|E000007768
CONST PAV ASFALTICOS BITUMIX S A|E000007769
CONST PDTE RIESCO S A|E000007770
CONST PEGUAL S A|E000007771
CONST PEREZ Y BARROS LTDA|E000007772
CONST POCURO LTDA|E000007774
CONST PRESID RIESCO S A|E000007775
CONST PRESIDENTE RIESCO S A|E000007775
CONST PRIMAVERA DFL 2 LTDA|E000007776
CONST PROA LTDA|E000007777
CONST PROMINCO LTDA|E000007778
CONST PROMOT CERVANTES S A|E000007779
CONST PROMOT CERVANTES SA|E000007779
CONSTR PROMOT CERVANTES S A|E000007779
CONST RIO TENO LTDA|E000007781
CONST RUCAMANQUI SA|E000007782
CONST S SCHAPIRA Y CIA LTDA|E000007783
CONST SABAH Y CIA LTDA|E000007784
CONST SALO REZEPKA CIA LTDA|E000007785
CONSTRUCTORA SALO REZEPKA CIA LTDA|E000007785
CONST SALO REZEPKA Y CIA LTDA|E000007786
CONSTR SALO REZEPKA Y CIA LTDA|E000007786
CONSTRUC SALO REZEPKA Y CIA LTDA|E000007786
CONST SAN JOSE LTDA|E000007787
CONST SAN JUAN DE CHENA LTDA|E000007788
CONST SN JUAN DE CHENA LTDA|E000007788
CONSTR SAN JUAN DE CHENA LTDA|E000007788
CONSTR SN JUAN DE CHENA LTDA|E000007788
CONSTRUCTORA SAN JUAN DE CHENA LTDA|E000007788
E CONST SAN JUAN DE CHENA LTDA|E000007788
CONST SAN MARTIN Y SIMS LTDA|E000007789
CONST SANTOLAYA LTDA|E000007790
CONSTR SANTOLAYA LTDA|E000007790
CONST SBARBARO LTDA|E000007791
CONST SEPCO LTDA|E000007792
CONST SIERRA BELLA LTDA|E000007793
CONST SIGMA S A|E000007794
CONST SIMON BOLIVAR LTDA|E000007795
CONST SIRONVALLE LTDA|E000007796
CONST SIRONVALLE S A|E000007797
CONST SIRONVALLE SA|E000007797
CONSTR SIRONVALLE S A|E000007797
CONT SIRONVALLE S A|E000007797
CONST SOCOIN LTDA|E000007798
CONSTR SOCOIN LTDA|E000007798
CONST SOCOSIP LTDA|E000007799
CONST SOCOVESA S A|E000007800
CONST SOCOVESA SA|E000007800
CONST SORNVALLE S A|E000007801
CONST SOVOVESA S A|E000007802
CONST STA BEATRIZ S A|E000007803
CONST TABANCURA LTDA|E000007804
INMOBILIARIA EL ARCHIVO S A|E000007804
CONST TACORA S A|E000007805
CONST TACORA S.A|E000007805
CONST TACORA SA|E000007805
CONST TECN GAPOL LTDA Y OTS|E000007806
CONST TIERRAS DEL NVO EXTREMO SA|E000007807
CONST TINGUIRIRICA LTDA|E000007808
CONT TINGUIRIRICA LTDA|E000007808
CONST TORCAZAS S A|E000007809
CONST TRANSEX LTDA|E000007810
CONST USPALLATA LTDA|E000007811
CONST VEEP S A|E000007812
CONSTR VEEP SA|E000007812
CONST VESPUCIO 80 LTDA|E000007813
INMOBILIARIA EL NOGAL DE LO ERRA|E000007813
CONST VIEGAL LTDA|E000007814
CONSTR VIEGAL LTDA|E000007814
CONST VIMA LTDA|E000007816
CONST VIOLETA LTDA|E000007817
CONST VIRON VALLE S A|E000007818
CONST VIV ECOM N INGECIL LTDA|E000007819
CONST VIV ECON BURSOL LTDA|E000007820
INMOBILIARIA EL RECUERDO LIMITADA|E000007820
CONST Y ESTRUCTURA DEL SOL SA|E000007821
CONST Y METALURGICA EMEN LTDA|E000007822
CONST Y PROMOTORA CERVANTES SA|E000007823
CONSTRUCTORA Y PROMOTORA CERVANTES SA|E000007823
CONST Y TECNOLOGIA ZAMBRA Y CIA|E000007824
INMOBILIARIA EL TOQUI SA|E000007824
CONSTCAPITEL LTDA|E000007825
CONSTR A LINDENBERG LTDA|E000007826
INMOBILIARIA EL VOLCAN S A |E000007826
CONSTR ALAMEDA LTDA|E000007827
INMOBILIARIA ELEX LIMITADA|E000007827
CONSTR ALBERTO SOTTA Y CIA LTDA|E000007828
CONSTR ALFREDO DONOSO FLORES EIR|E000007829
CONSTR BRAVO V DFL 2 LTDA|E000007830
CONSTR CACIQUE LTDA|E000007831
CONSTR CHILE LTDA|E000007832
CONSTR COSAL S A|E000007833
CONSTR CREA PROGRESS LTDA|E000007834
CONSTR CRISTIAN HUGO CARVALLO MA|E000007835
CONSTR CRISTIAN HUGO CARVALLO MAYO EIRL|E000007836
CONSTR DE VIV ECONOM C C F LTDA|E000007837
CONSTR DEL PACIFICO SA|E000007838
CONSTR E INM MAGAL SA Y OT|E000007839
CONSTR E INM MAR AUSTRAL LTDA|E000007840
CONSTR E INMOB APOQUINDO LTDA|E000007841
CONSTR E INMOB CRC LIMITADA|E000007842
CONSTR E INMOB RAPEL LTDA|E000007845
CONSTR EDYVEN S A|E000007846
CONSTR EDYVEN SA|E000007846
CONSTR EL BOSQUE LTDA|E000007847
CONSTR ESTORIL|E000007848
CONSTR EVE S A|E000007849
CONSTR F DE AGUIRRE LTDA|E000007850
CONSTR FCO AGUIRRE LTDA|E000007851
CONSTR GRAN BRETANA LTDA|E000007853
CONSTR HABIT POP LTDA|E000007854
CONSTR IND S Y G|E000007855
CONSTR LA CANADA|E000007856
CONSTR LAGO LAJA LTDA|E000007857
CONSTR LAMOLINA Y CIA LTDA|E000007858
CONSTR LAPER LTDA|E000007859
CONSTR LOS CONQUISTADORES S A|E000007862
CONSTR LOS LAGOS LTDA|E000007863
CONSTR M GONZALEZ J DE ARCO LD|E000007864
CONSTR MARCO POLO SA|E000007865
CONSTR METROPOLITAN SA|E000007866
CONSTR METROPOLITANA S A|E000007866
CONSTR METROPOLITANO S A|E000007866
INMOBILIARIA FERJ SPA|E000007866
CONSTR MOLINA MOREL Y CIA LTDA|E000007867
CONSTR NEVADA LTDA|E000007868
INMOBILIARIA FERNANDO RIOJA LTDA |E000007868
CONSTR OLIVARES DYSLI LTDA|E000007869
CONSTR OPI GENESIS LTDA|E000007870
CONSTR PANAMERICANA|E000007871
CONSTR PLAN AUSTRAL|E000007872
CONSTR TAJAMAR LTDA|E000007873
CONSTR TRIANA LTDA|E000007874
CONSTR VARGAS CATINELLO Y CIA LT|E000007875
CONSTR VARGAS CATINELLO Y CIA LTDA|E000007875
CONSTR VIV ECO COM MARTI|E000007876
CONSTR VIV ECONOM PROA LTDA|E000007877
CONSTR WL LTDA|E000007878
CONSTR Y URB EL ZOCO LTDA|E000007879
CONSTRCTORA KAMEN LIMITADA|E000007880
CONSTRUCTORA KAMEN LIMITADA|E000007880
CONSTRUCTORA KAMEN LTDA|E000007880
COSNTRUCTORA KAMEN LIMITADA|E000007880
CONSTRE INMOBILIARIA MAGAL LTDA|E000007881
CONSTRERAS DURAN FELIX|E000007882
CONSTRERAS ROJAS NELSON DEL CARM|E000007883
CONSTRUC CABURGA LTDA|E000007884
INMOBILIARIA FRANCISCO JAVIER LOIS BUONO|E000007884
CONSTRUC DE C COMERCIALES C C C|E000007885
CONSTRUC ESTORAL|E000007887
CONSTRUC ESTORIL|E000007887
CONSTRUC INMOB E INVER FERGASA L|E000007888
CONSTRUC P JARAQUEMADA|E000007889
CONSTRUC TORRES P DE VALDIVIA|E000007891
INMOBILIARIA FUNDACION Y CIA LTD|E000007891
CONSTRUC VIVIENDAS ECONOMICAS SLC LTDA|E000007892
CONSTRUC Y TELECOMUNICACIONES AN|E000007893
CONSTRUCC AGRIC Y FORESTALES S A|E000007894
CONSTRUCC E INMOB POLIFORMA LTDA|E000007895
CONSTRUCCI?N Y MANTENCI?N CRISTOPHER ISA|E000007896
CONSTRUCCION  INVERSION Y TECNOL|E000007897
INMOBILIARIA GALARCE E HIJOS LIMITADA|E000007897
CONSTRUCCION DE HOGARES SPA|E000007898
CONSTRUCCION DECORACION Y PAISAJ|E000007899
CONSTRUCCION E INGENIERIA DACAR SPA|E000007901
INMOBILIARIA GARCIA ORCAISTEGUI ASOCI|E000007901
CONSTRUCCION INCA LIMITADA|E000007902
CONSTRUCCION INGENIERIA Y PROYECTOS|E000007903
CONSTRUCCION MOVIMIENTO DE TIERR|E000007904
CONSTRUCCION Y ASESORIAS JUAN FR|E000007905
CONSTRUCCION Y DISENO J AND C LI|E000007906
CONSTRUCCION Y MANTENIMIENTO DE SISTEMAS|E000007907
CONSTRUCCION Y PROYECTOS LTDA|E000007908
CONSTRUCCION Y SERVICIOS CONSTRU|E000007909
INMOBILIARIA GIULIETTA FADDA E H|E000007909
CONSTRUCCION Y SERVICIOS DE INGENIERIA L|E000007910
CONSTRUCCIONES ABEL ISAAC LEVIQUEO DIAZ|E000007911
CONSTRUCCIONES AGSA LTDA|E000007912
CONSTRUCCIONES AMBIENTALES LATIN|E000007913
CONSTRUCCIONES ANDRES RICARDO ARAYA VERG|E000007914
CONSTRUCCIONES ARQUITECTONICAS S A |E000007915
INMOBILIARIA GOMEZ BRAVO Y CIA LTDA|E000007915
CONSTRUCCIONES BELLFORT LIMITADA|E000007916
INMOBILIARIA GONZALO HERRERA TOL|E000007916
CONSTRUCCIONES CIVILES CALVO LIM|E000007917
CONSTRUCCIONES DANIEL COFRE SALD|E000007918
CONSTRUCCIONES E INM PACIFICO LTDA|E000007920
CONSTRUCCIONES E INMOBILIARIA SUDAMERIC|E000007921
INMOBILIARIA GREGORIO DE LA FUEN|E000007921
CONSTRUCCIONES E INVERSIONES JOY|E000007922
CONSTRUCCIONES E INVERSIONES LIN|E000007923
CONSTRUCCIONES E INVERSIONES LINAKER 200|E000007924
CONSTRUCCIONES E INVERSIONES MUL|E000007925
INMOBILIARIA GUAYQUIRAI SOCIEDAD|E000007925
CONSTRUCCIONES EMEBE Y CIA LTDA|E000007926
CONSTRUCCIONES ESPECIALIZADAS LT|E000007927
CONSTRUCCIONES EXAL LIMITADA|E000007928
CONSTRUCCIONES FLORES Y FLORES LIMITADA|E000007929
INMOBILIARIA GUZMAN PEREZ CANTO|E000007929
CONSTRUCCIONES GALLARDO SPA|E000007931
CONSTRUCCIONES INFRAWIRELESS LIM|E000007932
INMOBILIARIA HACIENDA PULPULLEN S A|E000007932
CONSTRUCCIONES INFRAWIRELESS SPA|E000007933
CONSTRUCCIONES LVC SPA|E000007934
CONSTRUCCIONES MAURICIO ANTONIO URBINA S|E000007935
CONSTRUCCIONES METALICAS CONSTRU|E000007936
CONSTRUCCIONES MOV DE TIERRA Y A|E000007937
CONSTRUCCIONES NORDICAS LIMITADA|E000007938
CONSTRUCCIONES NUEVO AMANECER EIRL|E000007939
CONSTRUCCIONES OSSES RIVERA LIMITADA|E000007940
CONSTRUCCIONES PEDRO PARADA CARRACEDO E |E000007941
CONSTRUCCIONES PURISIMA VERONICA|E000007942
CONSTRUCCIONES PURISIMA VERONICA SANZANA|E000007943
CONSTRUCCIONES RAUL FLORES YA EZ E I R L|E000007944
CONSTRUCCIONES SANDOVAL SALAS LI|E000007946
CONSTRUCCIONES SANDOVAL SALAS LIMITADA|E000007946
CONSTRUCCIONES SANITARIAS LTDA|E000007947
CONSTRUCCIONES T TRANSP TRAMACO|E000007948
CONSTRUCCIONES TEJAL LIMITADA|E000007949
CONSTRUCCIONES TODOPISCINA LTDA|E000007950
CONSTRUCCIONES URPA LIMITADA|E000007951
CONSTRUCCIONES VICTOR NAVARRO EMPRESA IN|E000007952
CONSTRUCCIONES VIDRIOS Y ALUMINIOS L|E000007953
CONSTRUCCIONES Y ESTRUCTURAS DEL SOL LIM|E000007954
CONSTRUCCIONES Y MANTENCION SERGIO C|E000007955
CONSTRUCCIONES Y MANTENIMIENTOS AMADOR S|E000007956
CONSTRUCCIONES Y MONTAJE MODULAR S A|E000007957
CONSTRUCCIONES Y MONTAJE MODULAR S.A|E000007957
CONSTRUCCIONES Y MONTAJES MARCOS|E000007958
CONSTRUCCIONES Y MOVIMIENTOS DE|E000007959
CONSTRUCCIONES Y MUEBLES ELIZABETH PARED|E000007960
CONSTRUCCIONES Y PROMOCIONES IBERICA LIM|E000007961
CONSTRUCCIONES Y RENTAS SA|E000007962
CONSTRUCCIONES Y SERVICIOS AMALFI SUR SP|E000007964
CONSTRUCCIONES Y TRANSPORTE LAJA|E000007966
CONSTRUCCIONES Y TRANSPORTES TRA|E000007967
CONSTRUCCIONES Y TRANSPORTES TRAMA CO LI|E000007968
CONSTRUCCIONESDANIEL COFRE SALD|E000007969
CONSTRUCCTORA PIRAMIDE DEL SOL LTDA|E000007970
CONSTRUCTORA PIRAMIDE DEL SOL LTDA|E000007970
CONSTRUCOR SPA|E000007971
CONSTRUCT E INMOB LOS ANDES S A|E000007972
CONSTRUCTORA E INMOBILIARIA LOS ANDES S|E000007972
CONSTRUCT SANTA TERESA LTDA|E000007973
CONSTRUCTORA SANTA TERESA LIMITA|E000007973
CONSTRUCT STA TERESA LTDA|E000007974
CONSTRUCT VICUNA Y DONOSO LTDA|E000007975
CONSTRUCTORA   INMOBILIARIA E IN|E000007976
CONSTRUCTORA   INMOBILIARIA E INVERSIONE|E000007977
CONSTRUCTORA  ADMINISTRADORA Y ASESORIAS|E000007978
INMOBILIARIA INVERS Y SERV JUAN|E000007978
CONSTRUCTORA 2000 LTDA|E000007979
CONSTRUCTORA 2001 S A|E000007980
CONSTRUCTORA A AND R LIMITADA|E000007981
CONSTRUCTORA A AND S LIMITADA|E000007982
CONSTRUCTORA A C PLANNING LIMITA|E000007983
INMOBILIARIA INVERSIONES Y ASESORIA SIGN|E000007984
CONSTRUCTORA A R LIMITADA|E000007985
CONSTRUCTORA ACONACAGUA LTDA|E000007986
CONSTRUCTORA ACONCAGUA LTDA|E000007986
CONSTRUCTORA ACONCAGUA|E000007987
CONSTRUCTORA ADMINISTRADORA Y ASESORIAS|E000007988
CONSTRUCTORA AEDES LIMITADA|E000007989
CONSTRUCTORA AEDES LTDA|E000007989
CONSTRUTORA AEDES LTDA|E000007989
CONSTRUCTORA AGMO SPA|E000007990
CONSTRUCTORA AGSA|E000007991
CONSTRUCTORA AGSA LTDA|E000007992
CONSTRUCTORA AGUASAN LIMITADA|E000007993
COSNTRUCTORA AGUASAN LIMITADA|E000007993
CONSTRUCTORA AKASA SPA|E000007994
CONSTRUCTORA ALBA|E000007995
CONSTRUCTORA ALEJANDRO GUTIERREZ|E000007998
CONSTRUCTORA ALFHI LTDA|E000007999
INMOBILIARIA INVERSIONES Y NEGOCIOS QUE|E000007999
CONSTRUCTORA ALFREDO DA VENEZIA LIMITADA|E000008000
INMOBILIARIA INVERSIONES Y RENTA|E000008000
CONSTRUCTORA ALFREDO JARA|E000008001
INMOBILIARIA INVERSIONES Y RENTAS MONTER|E000008001
CONSTRUCTORA ALLCUBICO LIMITADA|E000008002
INMOBILIARIA INVERSIONES Y RENTAS ZANAR|E000008002
CONSTRUCTORA ALMAGRO|E000008003
CONSTRUCTORA ALMAGRO LTDA|E000008004
CONSTRUCTORA ALONSO DE CORDOVA LIMITADA|E000008005
CONSTRUCTORA ALPE  LTDA |E000008006
CONSTRUCTORA ALPE LTDA|E000008006
CONSTRUCTORA ALPE LTDA |E000008006
CONTRUCTORA ALPE LTDA|E000008006
CONSTRUCTORA ALTAC LIMITADA|E000008007
CONSTRUCTORA ALTAFE SPA|E000008008
INMOBILIARIA ISLA CORFU LTDA|E000008008
CONSTRUCTORA ALTO MANQUEHUE SPA |E000008009
INMOBILIARIA ISLA SANTA MAGDALEN|E000008009
CONSTRUCTORA AMBROGABO LIMITADA|E000008010
CONSTRUCTORA AMICAR LTDA|E000008011
CONSTRUCTORA ANALCO S A|E000008012
CONSTRUCTORA ANALPA LTDA|E000008013
CONSTRUCTORA ANDES SA|E000008014
CONSTRUCTORA ANTA LIMITADA|E000008015
CONSTRUCTURA ANTA LIMITADA|E000008015
CONSTRUCTORA ANTILHUE LTDA|E000008016
CONSTRUCTORA ANTILLANCA LTDA|E000008017
CONSTRUCTORA AR E S A|E000008018
CONSTRUCTORA ARCOTEC 5 LTD|E000008019
CONSTRUCTORA ARCOTEC CINCO LTDA|E000008020
CONSTRUCTORA ARCOTEC CUATRO LTDA|E000008021
CONSTRUCTORA ARCOTEC TRES LTDA|E000008022
CONSTRUCTORA AREVALO   ARDILES COMPANIA|E000008023
CONSTRUCTORA ARIES CALIFORNIA LTDA|E000008024
CONSTRUCTORA ARIES LTDA|E000008025
CONSTRUCTORA ARM S A |E000008026
CONSTRUCTORA ARQDESIGN LIMITADA|E000008027
CONSTRUCTORA ARQUIN LTDA|E000008028
CONSTRUCTORA ASA LIMITADA|E000008029
CONSTRUCTORA ASCORD LIMITADA|E000008030
CONSTRUCTORA ASFAL SPA|E000008031
CONSTRUCTORA ATELIER LIMITADA|E000008032
CONSTRUCTORA AUGUSTO LEGUIA DOS LTD|E000008033
CONSTRUCTORA AURORA LIMITADA|E000008034
CONSTRUCTORA AURORA LTDA|E000008034
CONSTRUCTORA AUSTRAL S A |E000008035
CONSTRUCTORA AVALCOR SPA|E000008036
CONSTRUCTORA AVALLANEDA LTDA|E000008037
CONSTRUCTORA AVELLANADA LTDA|E000008038
CONSTRUCTORA AVELLANEDA LIMITADA|E000008038
CONSTRUCTORA AVELLANEDA LTDA|E000008038
CONSTRUCTORA AVELLANERA LTDA|E000008038
CONSTRUCTOTRA AVELLANEDA LTDA|E000008038
CONSTRUCTORA AVELLANEDA|E000008039
CONSTRUCTORA AVELLANEDA SPA|E000008040
CONSTRUCTORA AYA LTDA|E000008041
CONSTRUCTORA B D S S A|E000008042
CONSTRUCTORA B Y C LIMITADA|E000008043
CONSTRUCTORA B Y M LIMITADA|E000008044
CONSTRUCTORA B Y P LTDA|E000008045
CONSTRUCTORA B Y V E HIJOS LIMIT|E000008046
CONSTRUCTORA BADEMA LIMITADA|E000008047
CONSTRUCTORA BALMACEDA LIMITADA|E000008048
CONSTRUCTORA BASALTO S A |E000008049
CONSTRUCTORA BEC LIMITADA|E000008050
CONSTRUCTORA BEFCO S A |E000008051
CONSTRUCTORA BELLAVISTA S|E000008052
CONSTRUCTORA BELLET LTDA|E000008053
CONSTRUCTORA BENEME|E000008054
CONSTRUCTORA BERCO LIMITADA|E000008055
CONSTRUCTORA BERNA LIMITADA|E000008056
CONSTRUCTORA BERNA LTDA|E000008056
CONSTRUCTORA BGM S A |E000008058
CONSTRUCTORA BIO BIO|E000008059
CONSTRUCTORA BIO BIO S A|E000008060
CONSTRUCTORA BIOBIO S A|E000008061
CONSTRUCTORA BLEST GANA LIMITADA|E000008062
CONSTRUCTORA BORQUEZ Y BORQUEZ LIMITADA|E000008063
CONSTRUCTORA BPF LTDA|E000008064
CONSTRUCTORA BRD SPA|E000008065
CONSTRUCTORA BREIM LIMITADA|E000008066
CONSTRUCTORA BRITO ALCOTA SPA|E000008067
INMOBILIARIA KARA KUN LTDA|E000008067
CONSTRUCTORA BRONFMAN|E000008068
CONSTRUCTORA BROTEC|E000008069
CONSTRUCTORA BROTEC SA|E000008070
CONSTRUCTORA BRYSAS|E000008071
CONSTRUCTORA BSC LIMITADA|E000008072
CONSTRUCTORA BUILDER PACK SPA|E000008073
CONSTRUCTORA BURGOS LTDA|E000008074
CONSTRUCTORA BURSOL LIMITADA|E000008075
CONSTRUCTORA BURSOL LTDA|E000008075
COSTRUCTORA BURSOL LTDA |E000008075
CONSTRUCTORA BYM I LIMITADA|E000008077
CONSTRUCTORA C D L LTDA|E000008078
CONSTRUCTORA C1 LIMITADA|E000008079
CONSTRUCTORA CADEL LIMITADA|E000008080
INMOBILIARIA LA CASA SPA|E000008080
CONSTRUCTORA CADIMARE LTDA|E000008081
CONSTRUCTORA CAF LIMITADA|E000008082
CONSTRUCTORA CAF LTDA|E000008082
CONSTRUCTORA CALBUCO|E000008083
INMOBILIARIA LA MANANA S A |E000008083
CONSTRUCTORA CAMPOS DE CHILE SPA|E000008084
CONSTRUCTORA CANADIAN HOMES S A|E000008085
CONSTRUCTORA CAPITEL DFL DOS L|E000008086
CONSTRUCTORA CARLOS GARATE S A|E000008087
CONSTRUCTORA CARRAN SA|E000008089
CONSTRUCTORA CASA COLORADA LIMIT|E000008091
CONSTRUCTORA CASTILLO E HIJOS LTDA|E000008093
CONSTRUCTORA CBA S A|E000008094
CONSTRUCTORA CEMFE LIMITADA|E000008095
CONSTRUCTORA CENTAURO LTDA |E000008096
INMOBILIARIA LETICIA CONCA LIMIT|E000008097
INMOBILIARIA LETICIA CONCA LIMITADA|E000008097
CONSTRUCTORA CERRILLOS|E000008098
CONSTRUCTORA CERRO APOQUINDO CUATRO S A |E000008099
CONSTRUCTORA CERRO NEVADO S A |E000008100
CONSTRUCTORA CERVANTES|E000008101
CONSTRUCTORA CESVI LTDA|E000008102
CONSTRUCTORA CIDEPA LTDA|E000008103
CONSTRUCTORA CINDEC LTD|E000008104
CONSTRUCTORA CINDEC LTDA|E000008104
CONSTRUCTORA CLS S A|E000008105
INMOBILIARIA LOGRONO Y COMPANIA|E000008105
CONSTRUCTORA COCALAN S A |E000008106
INMOBILIARIA LOMA BLANCA S A|E000008106
CONSTRUCTORA COLON LTDA|E000008107
CONSTRUCTORA COLONIAL LIMITADA|E000008107
INMOBILIARIA LOMAS DE QUELEN S A|E000008107
CONSTRUCTORA COMER E INDUST REV|E000008108
CONSTRUCTORA COMER Y INDUST REV|E000008109
CONSTRUCTORA COMTEL LIMITADA|E000008110
CONSTRUCTORA COMTEL SPA|E000008111
CONSTRUCTORA CONCIL LTDA|E000008112
INMOBILIARIA LOS CARDOS S A |E000008112
CONSTRUCTORA CONCRETA|E000008113
CONSTRUCTORA CONCRETA S A|E000008114
CONSTRUCTORA CONCRETA SA|E000008114
CONSTRUCTORA CONDOR|E000008115
INMOBILIARIA LOS JARDINES DE CERRIL|E000008116
CONSTRUCTORA CONSAL LIMITADA|E000008117
INMOBILIARIA LOS LINGUES S A |E000008117
INMOBILIARIA LOS NIETOS S A|E000008118
INMOBILIARIA LOS NIETOS SA|E000008118
CONSTRUCTORA CONSTRUMED SPA|E000008118
CONSTRUCTORA CONSTRUTOC LIMITADA|E000008119
CONSTRUCTORA CONSULTORA E INMOBILIARIA S|E000008120
CONSTRUCTORA CONTEX LTDA|E000008121
CONSTRUCTORA CONYREN LIMITADA|E000008122
CONSTRUCTORA CONYVEN LIMITADA|E000008122
CONSTRUCTORA CONYVEN LTDA|E000008122
CONTRUCTORA CONYREN LIMITADA|E000008122
INMOBILIARIA LOS PINONES S A|E000008122
CONSTRUCTORA COREL LTDA|E000008123
CONSTRUCTORA CORONEL LTDA|E000008123
CONSTRUCTORA CROWDPROJECT SPA|E000008126
CONSTRUCTORA CRUZ DEL SUR|E000008127
CONSTRUCTORA CUEVAS Y PURCELL S A|E000008128
CONSTRUCTORA CURACAVI|E000008129
CONSTRUCTORA CURACAVI LTDA|E000008130
CONSTRUCTORA DALMACIA S A|E000008131
CONSTRUCTORA DALMACIA SA|E000008131
CONSTRUCTORA DAVES LIMITADA|E000008132
CONSTRUCTORA DAVID LEANDRO MANQUENAHUEL|E000008133
CONSTRUCTORA DE CENTROS COMERCIA|E000008134
CONSTRUCTORA DE CENTROS COMERCIALES|E000008134
INMOBILIARIA LOURDES SOCIEDAD AN|E000008134
CONSTRUCTORA DE PAVIMENTOS ASFAL|E000008135
CONSTRUCTORA DE VIA PUBLICA SOCIEDAD ANO|E000008137
CONSTRUCTORA DE VIVIENDAS ECONOM|E000008138
CONSTRUCTORA DEL CANO LIMITADA|E000008139
CONSTRUCTORA DEL ORIENTE S A |E000008141
CONSTRUCTORA DEL ORIENTE SA|E000008141
CONSTRUCTORA DESUMAR LIMITADA|E000008142
CONSTRUCTORA DIONISIO CURIN E I R L |E000008143
CONSTRUCTORA DLB LIMITADA|E000008144
CONSTRUCTORA DLV S A|E000008145
CONSTRUCTORA DON AMERICO|E000008146
CONSTRUCTORA DON AMERICO LTDA|E000008147
CONSTRUCTORA DOSHACHE LIMITADA|E000008148
CONSTRUCTORA E BORQUEZ Y CIA LTD|E000008149
CONSTRUCTORA E INGENIERIA SANTA|E000008150
INMOBILIARIA MADEIRO SOCIEDAD AN|E000008150
CONSTRUCTORA E INM RIO MANZANARE|E000008151
CONSTRUCTORA E INMOB CARNAC LTDA|E000008153
CONSTRUCTORA E INMOB LARRAIN S A|E000008154
CONSTRUCTORA E INMOB LOS ALERCES|E000008155
CONSTRUCTORA E INMOB MABAL S A|E000008156
CONSTRUCTORA E INMOB MI PRINCESA|E000008157
CONSTRUCTORA E INMOBILIARIA MI PRINC|E000008157
CONSTRUCTORA E INMOBILIARIA MI PRINCESA|E000008157
CONSTRUCTORA E INMOB SCORPIO LTDA|E000008158
INMOBILIARIA MANA LTDA|E000008158
CONSTRUCTORA E INMOB STA LIDIAL|E000008159
INMOBILIARIA MANA Y COMPANIA LIM|E000008159
CONSTRUCTORA E INMOB TORAH S A|E000008160
CONSTRUCTORA E INMOB VALDEPENAS S A |E000008161
CONSTRUCTORA E INMOB VIARSA|E000008162
CONSTRUCTORA E INMOBILIARA EL TRANSITO S|E000008163
CONSTRUCTORA E INMOBILIARIA 5900|E000008164
CONSTRUCTORA E INMOBILIARIA A Y|E000008165
INMOBILIARIA MAPOCHO Y COMPANIA|E000008165
CONSTRUCTORA E INMOBILIARIA ALCAZAR SPA|E000008166
CONSTRUCTORA E INMOBILIARIA ALSA LIMITA|E000008167
CONSTRUCTORA E INMOBILIARIA ALSA LIMITAD|E000008167
CONSTRUCTORA E INMOBILIARIA ARIA|E000008169
CONSTRUCTORA E INMOBILIARIA ARIAS COMPAN|E000008170
CONSTRUCTORA E INMOBILIARIA BERS|E000008171
CONSTRUCTORA E INMOBILIARIA BERSA CERRO|E000008172
CONSTRUCTORA E INMOBILIARIA BITR|E000008173
CONSTRUCTORA E INMOBILIARIA BUIL|E000008174
CONSTRUCTORA E INMOBILIARIA BULL|E000008175
INMOBILIARIA MARIA ELIANA SPA|E000008175
CONSTRUCTORA E INMOBILIARIA C R|E000008176
CONSTRUCTORA E INMOBILIARIA C V|E000008177
CONSTRUCTORA E INMOBILIARIA C Z LIMITADA|E000008178
CONSTRUCTORA E INMOBILIARIA CARN|E000008179
CONSTRUCTORA E INMOBILIARIA CASA|E000008180
