propietario|rut|prop_tgr_id
INGENIERIA MCI LIMITADA|76269680-0|E000014257
INGENIERIA MECANICA MCM CHILE LI|76136470-7|E000014258
INGENIERIA MONTAJES Y MANTENIMIENTO INDU|0-0|E000014259
INGENIERIA MRV LIMITADA|77302030-2|E000014260
INGENIERIA OPERACIONES ASESORIAS|0-0|E000014261
INGENIERIA OPERACIONES ASESORIAS E INV|0-0|E000014262
INGENIERIA OPERACIONES ASESORIAS E INVER|0-0|E000014262
INGENIERIA ORBICORP LIMITADA|76283720-K|E000014263
INGENIERIA PHITEC SPA|76213112-9|E000014264
INGENIERIA PLOTEOS Y CAPACITACIO|0-0|E000014265
INGENIERIA PROSERCO LIMIITADA|77361420-2|E000014266
INGENIERIA PROSERCO LIMITADA|0-0|E000014267
INGENIERIA PROYECTOS CHILE SPA|76948233-4|E000014268
INGENIERIA PROYECTOS Y MONTAJES PROPAMA|0-0|E000014269
INGENIERIA PUYEHUE LIMITADA|77623360-9|E000014270
INGENIERIA RBA S A|96853380-0|E000014271
R B A INGENIERIA S A|96853380-0|E000014271
INGENIERIA REDCO LIMITADA|76063790-4|E000014272
INGENIERIA RICARDO FRANCISCO PAR|0-0|E000014273
INGENIERIA SCANDIMEX LTDA|78437970-1|E000014274
INGENIERIA SECALL LIMITADA|76298394-K|E000014275
INGENIERIA SERVICIOS Y OUTSOURCING ITELS|0-0|E000014276
INGENIERIA SOFTWARE Y SERV LTDA|0-0|E000014277
INGENIERIA SUBMARINA SOCIEDAD AN|0-0|E000014278
INGENIERIA TECNICA LIMITADA|78556960-1|E000014279
INGENIERIA TECNICA Y SERVICIOS FPM SPA|76969767-5|E000014280
INGENIERIA VALLE NORTE SPA|76741258-4|E000014281
INGENIERIA VDM LIMITADA|0-0|E000014282
INGENIERIA VOLCAN NEVADO LIMITAD|96575610-8|E000014283
INGENIERIA VOLCAN NEVADO LIMITADA|96575610-8|E000014283
INGENIERIA Y ASESORIAS LIEM LIMITADA|77930810-3|E000014284
INGENIERIA Y ASESORIAS WUDYK SPA|76365938-0|E000014285
INGENIERIA Y CERTIFICACION NACIONAL LIMI|76287132-7|E000014286
INGENIERIA Y COMERCIAL IRIA S A|79803200-3|E000014287
INGENIERIA Y COMPUTACION VITO CO|0-0|E000014288
INGENIERIA Y CONST  MAULEN LTDA |0-0|E000014289
INGENIERIA Y CONST CRUZ Y DAVILA|0-0|E000014290
INGENIERIA Y CONST I C LTDA|0-0|E000014291
INGENIERIA Y CONST INCA SA|0-0|E000014292
INGENIERIA Y CONST Y C LTDA|0-0|E000014293
INGENIERIA Y CONSTRUCC INCOMEC LTDA|0-0|E000014294
INGENIERIA Y CONSTRUCCION ALDO Q|0-0|E000014295
INGENIERIA Y CONSTRUCCION ALDO QUATTRUCC|0-0|E000014295
INGENIERIA Y CONSTRUCCION CASABLANCA SOC|0-0|E000014296
INGENIERIA Y CONSTRUCCION CENTUR|0-0|E000014297
INGENIERIA Y CONSTRUCCION DIAZ LIMITADA|78313820-4|E000014298
INGENIERIA Y CONSTRUCCION DOCELE|0-0|E000014299
INGENIERIA Y CONSTRUCCION ELECTRICA MAPE|0-0|E000014300
INGENIERIA Y CONSTRUCCION EMCOME|0-0|E000014301
INGENIERIA Y CONSTRUCCION FARFAN|76345539-4|E000014302
INGENIERIA Y CONSTRUCCION FARFAN LIMITAD|76345539-4|E000014302
INGENIERIA Y CONSTRUCCION FIGUER|0-0|E000014303
INGENIERIA Y CONSTRUCCION GERMAN|0-0|E000014304
INGENIERIA Y CONSTRUCCION H U  L|76345539-4|E000014305
INGENIERIA Y CONSTRUCCION H U LTDA|76345539-4|E000014306
INGENIERIA Y CONSTRUCCION IC LTDA|77548892-1|E000014307
INGENIERIA Y CONSTRUCCION ICM SPA|77362725-8|E000014308
INGENIERIA Y CONSTRUCCION INGEL S  A |96696880-K|E000014309
INGENIERIA Y CONSTRUCCION INGEL S A |96696880-K|E000014310
INGENIERIA Y CONSTRUCCION INGESA|0-0|E000014311
INGENIERIA Y CONSTRUCCION INGEXA|77423404-7|E000014312
INGENIERIA Y CONSTRUCCION LAGOSAL SOCIED|96531740-6|E000014313
INGENIERIA Y CONSTRUCCION M S T S A |78125200-K|E000014314
INGENIERIA Y CONSTRUCCION MARCHANT LIMIT|76070349-4|E000014315
INGENIERIA Y CONSTRUCCION MATEX|76063590-1|E000014316
INGENIERIA Y CONSTRUCCION MATEX LIMITADA|76063590-1|E000014316
INGENIERIA Y CONSTRUCCION NAHMIA|0-0|E000014317
INGENIERIA Y CONSTRUCCION QUEVAL|76440242-1|E000014318
INGENIERIA Y CONSTRUCCION RICARD|0-0|E000014319
INGENIERIA Y CONSTRUCCION RIVERA|77703445-6|E000014320
INGENIERIA Y CONSTRUCCION RPF LI|0-0|E000014321
INGENIERIA Y CONSTRUCCION RYH LI|0-0|E000014322
INGENIERIA Y CONSTRUCCION SIGDO|91915000-9|E000014323
INGENIERIA Y CONSTRUCCION STEEL|76092681-7|E000014324
INGENIERIA Y CONSTRUCCION TACORA|96721640-2|E000014325
INGENIERIA Y CONSTRUCCION TASCO|0-0|E000014326
INGENIERIA Y CONSTRUCCION TIEMPO|96809500-5|E000014327
INGENIERIA Y CONSTRUCCION TIEMPO NUEVO L|96809500-5|E000014328
INGENIERIA Y CONSTRUCCION TRITTI|0-0|E000014329
INGENIERIA Y CONSTRUCCIONES C Y T S A|96550520-2|E000014330
INGENIERIA Y CONSTRUCCIONES HUAL|0-0|E000014331
INGENIERIA Y CONSTRUCCIONES IC LTDA|76048910-7|E000014332
INGENIERIA Y CONSTRUCCIONES ICIL LT|0-0|E000014333
INGENIERIA Y CONSTRUCCIONES JORGE ACEVED|0-0|E000014334
INGENIERIA Y CONSTRUCCIONES KIMSA SPA|76271175-3|E000014335
INGENIERIA Y CONSTRUCCIONES MEX|76061010-0|E000014336
INGENIERIA Y CONSTRUCCIONES MEZA|76923140-4|E000014337
INGENIERIA Y CONSTRUCCIONES RBF|77628460-2|E000014338
INGENIERIA Y CONSTRUCCIONES RIYA|0-0|E000014339
INGENIERIA Y CONSTRUCCIONES RUPANCO SPA |76299953-6|E000014340
INGENIERIA Y CONSTRUCTORA INGESOL SPA|77942520-7|E000014341
INGENIERIA Y CONSULTORA INGELECO|0-0|E000014342
INGENIERIA Y CONSULTORIA IT MANAGEMENT L|0-0|E000014343
INGENIERIA Y CONSULTORIA LOS ANDES SPA|0-0|E000014344
INGENIERIA Y CONTROL DE GESTION LIMITADA|77681120-3|E000014345
INGENIERIA Y CONTROL LIMITADA|76140374-5|E000014346
INGENIERIA Y DESARROLLO PIRAPINO|76237575-3|E000014347
INGENIERIA Y DESARROLLO PIRAPINO LIMITAD|76237575-3|E000014347
INGENIERIA Y DESARROLLO TECNOLOGICO ANAL|0-0|E000014348
INGENIERIA Y ENERGIA NEGAWATT LIMITADA|76229358-7|E000014349
INGENIERIA Y GESTION DE ENERGIA|76514277-6|E000014350
INGENIERIA Y GESTION DE PROYECTO|0-0|E000014351
INGENIERIA Y GESTION DE PROYECTOS INGEP|76701020-6|E000014352
INGENIERIA Y GESTION LIMITADA|77578800-3|E000014353
INGENIERIA Y LOGISTICA MORI SPA|76382031-9|E000014354
INGENIERIA Y MANTENIMIENTO INDUS|0-0|E000014355
INGENIERIA Y MAQUINARIA TAMBO LI|79801150-2|E000014356
INGENIERIA Y MECANICA DE PRECISI|0-0|E000014357
INGENIERIA Y MECANICA DE PRECISION BOTOL|78333640-5|E000014358
INGENIERIA Y MONTAJE HINTEK SPA|76178615-6|E000014359
INGENIERIA Y MONTAJE INGENPROJECT LIMITA|78499230-6|E000014360
INGENIERIA Y MONTAJES INDUSTRIAL|0-0|E000014361
INGENIERIA Y MOVIMIENTO DE TIERR|0-0|E000014362
INGENIERIA Y OBRAS CIVILES INGEO|0-0|E000014363
INGENIERIA Y OBRAS MEGTEL LTDA|76510290-1|E000014364
INGENIERIA Y PROYECTOS 360 S A|99591620-7|E000014365
INGENIERIA Y PROYECTOS ECONER S A |76059645-0|E000014366
INGENIERIA Y PROYECTOS G&G SPA|76010255-5|E000014367
INGENIERIA Y PROYECTOS INGEMIN L|77586260-2|E000014368
INGENIERIA Y PROYECTOS INGEMIN LIMITADA|77586260-2|E000014369
INGENIERIA Y PROYECTOS LIMITADA|76295744-2|E000014370
INGENIERIA Y SERVICIO TECNICO INDUSTRIAL|76174670-7|E000014371
INGENIERIA Y SERVICIOS COLLANTS LIMITADA|77039170-9|E000014372
INGENIERIA Y SERVICIOS COMPUTACI|0-0|E000014373
INGENIERIA Y SERVICIOS DE ALTA T|0-0|E000014374
INGENIERIA Y SERVICIOS DIFAMET LIMITADA|76456515-0|E000014375
INGENIERIA Y SERVICIOS ELECTRICO|96558920-1|E000014376
INGENIERIA Y SERVICIOS ELECTRICOS JULIO|96558920-1|E000014376
INGENIERIA Y SERVICIOS FISHTEC LIMITADA|96601150-5|E000014377
INGENIERIA Y SERVICIOS INDUSTRIA|0-0|E000014378
INGENIERIA Y SERVICIOS INDUSTRIALES JAIM|0-0|E000014379
INGENIERIA Y SERVICIOS LOS BOLDOS SPA|77036521-K|E000014380
INGENIERIA Y SERVICIOS ON SITE S|0-0|E000014381
INGENIERIA Y SERVICIOS PAULO LEAL E I R |76546726-8|E000014382
INGENIERIA Y SERVICIOS PRESAGO L|76798990-3|E000014383
INGENIERIA Y SERVICIOS SERVILAND|77914810-6|E000014384
INGENIERIA Y SERVICIOS SERVILAND LI|0-0|E000014385
INGENIERIA Y SERVICIOS SERVILAND LIMITAD|77914810-6|E000014386
INGENIERIA Y SERVICIOS TME S A |76033339-5|E000014387
INGENIERIA Y SISTEMAS COMPUTACIO|0-0|E000014388
INGENIERIA Y SOLUCIONES ELECTRICAS RENOV|0-0|E000014389
INGENIERO  AGRICULTOR Y CONTRATISTA JUAN|0-0|E000014390
INGENIEROS ASESORES LTDA|0-0|E000014391
INGENIEROS ASOCIADOS TARAPACA LI|0-0|E000014392
INGENIEROS ASOCIADOS TARAPACA LIMITADA|77616590-5|E000014393
INGENIEROS CONSULTORES EN TRANSI|0-0|E000014394
INGENIEROS CONSULTORES EN TRANSITO LIMIT|76191423-5|E000014395
INGENIEROS CONSULTORES LTDA|76011779-K|E000014396
INGENIEROS CONSULTORES LW LIMITADA|76212940-K|E000014397
INGENIEROS CONSULTORES SPA|76647238-9|E000014398
INGENIEROS Y AUDITORES ASOCIADOS|77355030-1|E000014399
INGENIEROS Y AUDITORES ASOCIADOS LIMITAD|77355030-1|E000014400
INGERENCIA NEGOCIOS Y TECNOLOGIA S A|99515950-3|E000014401
INGESAT CONSULTORES LIMITADA|77472720-5|E000014402
INGESMART S A|0-0|E000014403
INGESTRATA SPA|76652863-5|E000014404
INGIECO SA|0-0|E000014405
INGIENERIA Y CONST MISIET S A|0-0|E000014406
INGIENERIA Y CONSTRUCCION H U LTDA|0-0|E000014407
INGIENERIA Y CONSTRUCCIONES CHAB|0-0|E000014408
INGIEVET CONTROL INTEGRAL DE PLAGAS Y SA|0-0|E000014409
INGOMAR S A|92617000-7|E000014410
INGRID MARCELA SAAVEDRA FLUHMANN SERVICI|0-0|E000014411
INGTEGRAL SERVICIOS DE INGENIERIA SPA|76274522-4|E000014412
INGUZ S A|96807340-0|E000014413
INGUZ SA|96807340-0|E000014414
INHER S A|0-0|E000014415
INJOVAL S A|96562850-9|E000014416
INM  EJE VICUNA DOS S A|0-0|E000014417
INM  EL ROBLE SA|0-0|E000014418
INM  LOS PELLINES LTDA|0-0|E000014419
INM  Y CONST  AUGUSTA SPA|0-0|E000014420
INM  Y CONSTRUCTORA ALHUNE LTDA|0-0|E000014421
INM ALAMEDA 2001 SA|0-0|E000014422
INM ALBERTO SOTTA F S A|0-0|E000014423
INM ALDEBARAN LTDA|0-0|E000014424
INM ANDINA DE INV S A|0-0|E000014425
INM ANDINA DE INVERSIONES S A|0-0|E000014425
INM B P F S A|0-0|E000014426
INM BOSQUE DE OTONAL LTDA|0-0|E000014427
INM CAMOENS S A|0-0|E000014428
INM CENTRO MEDICO U C S A|0-0|E000014429
INM CENTRO MEDICO UC S A|0-0|E000014429
INM CIUDAD JARDIN LOS HEROES LTDA|0-0|E000014430
INM COLCHAGUA DEL NORTE S A|0-0|E000014431
INM COLCHAGUA DEL NORTE SA|0-0|E000014431
INM COM E INVERS SN SEBASTIAN SA|0-0|E000014432
INM CONO ESTE S A|0-0|E000014433
INM CONST E INV RINCONADA S A|0-0|E000014434
INM DARIO URZUA 1825 LTDA|0-0|E000014435
INM DIAGONAL PARAGUAY SA|78341280-2|E000014436
INVER DIAGONAL PARAGUAY S A|78341280-2|E000014436
INVERS DIAGONAL APARAGUAY SA|78341280-2|E000014436
INVERS DIAGONAL PARAGUAY|78341280-2|E000014436
INVERS DIAGONAL PARAGUAY S  A |78341280-2|E000014436
INVERS DIAGONAL PARAGUAY S A|78341280-2|E000014436
INVERSIONES DIAG PARAGUAY S A|78341280-2|E000014436
INVERSIONES DIAGONAL PARAGUAY S|78341280-2|E000014436
INVERSIONES DIAGONAL PARAGUAY S A|78341280-2|E000014436
INVERSIONES DIAGONAL PARAGUAY S A |78341280-2|E000014436
INVERSIONES DIAGONAL PARAGUAY SA|78341280-2|E000014436
IVERS DIAGONAL PARAGUAY S A|78341280-2|E000014436
NVERS DIAGONAL PARAGUAY S A|78341280-2|E000014436
INM DIAGONAL VICUNA SA|0-0|E000014437
INM DOMINGO STA MARIA SA|0-0|E000014438
INM DON MATHIAS S A|0-0|E000014439
INM DONA SILVINA LTDA|0-0|E000014440
INM E INDUSTRIAL TAMARINDO LTDA|0-0|E000014441
INM E INV  LA PENINSULA LIMITADA|76387732-9|E000014442
INM E INV AGUILAR E IZQUIERDO LTDA|0-0|E000014443
INM E INV ALDEBARAN|0-0|E000014444
INM E INV ALDEBARAN LTDA|76384341-6|E000014445
INM E INV BAVAKAIS LIMITADA|0-0|E000014446
INM E INV CATORCE DE OCTUBRE LTDA|0-0|E000014447
INM E INV CERRO CHICO LIMITADA|0-0|E000014448
INM E INV CINCO LTADA|0-0|E000014449
INM E INV CINCO LTDA|0-0|E000014449
INM E INV DIEZ LUONGO WEIL Y CIA|0-0|E000014450
INM E INV DON JOSE S A|0-0|E000014451
INM E INV DON JOSE SA|0-0|E000014451
INM E INV FERNANDEZ Y HERNANDEZ|0-0|E000014452
INM E INV GUSTAVO QUEZADA MATURA|0-0|E000014453
INM E INV KATHERINE HELFMANN BAD|0-0|E000014454
INM E INV LAS NAPAS DE LOS ANDES|0-0|E000014455
INMB E INV LAS NAPAS DE LOS ANDE|0-0|E000014455
INM E INV LAS PETACAS LTDA|0-0|E000014456
INM E INV LAS VERTIENTES LTDA|76035940-8|E000014457
INM E INV LUIS ESTAY Y CIA LTDA|77073290-5|E000014458
INMOB E INV  LUIS ESTAY Y CIA LTDA |77073290-5|E000014458
INMOB E INV LUIS ESTAY Y CIA LTD|77073290-5|E000014458
INMOB E INVERS LUIS ESTAY Y CIA|77073290-5|E000014458
INMOB E INVERS LUIS ESTAY Y CIA LT|77073290-5|E000014458
INM E INV MANQUEHUE LT|0-0|E000014459
INM E INVERSIONES MANQUEHUE LTDA|0-0|E000014459
INM E INV MARIA LAURA LTDA|0-0|E000014460
INMOBILIARIA E INVERSIONES MARIA LAURA L|0-0|E000014460
INM E INV NEOL Y NEOL LTDA|0-0|E000014461
INM E INV NUEVA IMPERIAL LTDA|77060626-8|E000014462
INMOB E INV NUEVA IMPERIAL LTDA|77060626-8|E000014462
INM E INV PADRE MARIANO SA|0-0|E000014463
INM E INV PAUL LAMAR LTDA|0-0|E000014464
INM E INV PHANTER LIMITADA|0-0|E000014465
INM E INV PLENOCENTRO S A|0-0|E000014466
INV E INVERSIONES PLENOCENTRO SA|0-0|E000014466
INM E INV QUEVEDO CALLEJAS LTDA|0-0|E000014467
INM E INV R Y G S A|0-0|E000014468
INM E INV SAN FERMIN S A|76444810-3|E000014469
INM E INV SANTA MAGDALENA S A|0-0|E000014470
INM E INV SANTA MARIA S A|0-0|E000014471
INM E INV SANTA TERESA LIMITADA|96608190-2|E000014472
INM E INV SN ARTURO LTDA|0-0|E000014473
INM E INV SNA JOSE LTDA|0-0|E000014474
INM E INV STA BARBARA Y CIA LTDA|0-0|E000014475
INM E INV TORRES DEL MAIPO LTDA|0-0|E000014476
INM E INV TOSCANA LTDA|0-0|E000014477
INM E INV UNGHIATTI ROSALES E HIJOS LTDA|0-0|E000014478
INM E INV VERGARA Y ESCANDON CIA|0-0|E000014479
INM E INV VERGARA Y VERGARA S A|0-0|E000014480
INM E INVER STA FRANCISCA LTDA|0-0|E000014481
INM E INVERS KELMAN LTDA|0-0|E000014482
INM E INVERS NUEVO HORIZONTE SA|0-0|E000014483
INM E INVERSIONES ABRIL LTDA|0-0|E000014484
INM E INVERSIONES ANDREA MONDRUS|0-0|E000014485
INM E INVERSIONES CHILEO LTDA|0-0|E000014486
INM E INVERSIONES CHILOE LTDA|0-0|E000014486
INM E INVERSIONES LUIS ESTAY Y C|0-0|E000014487
INM E INVERSIONES MONTEBLANCO S A|0-0|E000014488
INM E INVERSIONES RUPERTO CAROLA|0-0|E000014489
INM E INVERSIONES SANTA FE SA|0-0|E000014490
INM E MOLINA MOREL S A|0-0|E000014491
INM E MOLINA MOREL SA|0-0|E000014491
INM ED PRESIDENTE RIESCO LTDA|0-0|E000014492
INM EL BOSQUE NORTE S A|0-0|E000014493
INM EL GOLF ORIENTE LTDA|0-0|E000014494
INM EL TREBOL ICAFAL LTDA|0-0|E000014495
INM FRAY JORGE S A|0-0|E000014496
INM GRUPO CHILOE LTDA |0-0|E000014497
INM HASPARREN LTDA|0-0|E000014498
INM INGRA LTDA|0-0|E000014499
INM INTEGRAL LTDA|0-0|E000014500
INM INV ASEORIAS Y CONSTRUCCION|0-0|E000014501
INM INV ASESORIAS PETRINOVICH DOS LTDA|0-0|E000014502
INM INV BRESIA LTDA|0-0|E000014503
INM INV PAROT Y URCELAY LTDA|0-0|E000014504
INM INV SAN JORGE LTDA|76103889-3|E000014505
INVERSIONES SAN JORGE LIMITADA|76103889-3|E000014505
INVERSIONES SAN JORGE LTDA|76103889-3|E000014505
INM INV Y COMERCIAL BALI HAI S A|0-0|E000014506
INM INV Y COMERCIAL BALIHAI S A|0-0|E000014506
INM INV Y RENTAS SAN ANTONIO S A|78370780-2|E000014507
INMOB INV Y RENTAS SAN ANTONIO S A|78370780-2|E000014507
INMOB INVERS Y RENTAS SAN ANTONI|78370780-2|E000014507
INVERSIONES Y RENTAS SAN ANTONIO|78370780-2|E000014507
INVERSIONES Y RENTAS SAN ANTONIO SPA|78370780-2|E000014507
INM INVER LAS CECILIAS LTDA|0-0|E000014508
INM INVERS Y SERV DE TRANSPORTE|0-0|E000014509
INM ISIDORA GOYENECHEA S A|0-0|E000014510
INM ISLAS DEL NUEVO EXTREMO S A|0-0|E000014511
INM LA PORTADA SA|0-0|E000014512
INM LAGO VERDE S A|0-0|E000014513
INM LAS NIEVES LTDA|0-0|E000014514
INM LOS ANGELES BERNARDITA S A|0-0|E000014515
INM LOS ANGELES BERNARDITA SA|0-0|E000014515
INM LOS PISTACHOS LTDA|0-0|E000014516
INM MANIHUALES LTDA|0-0|E000014517
INM MONTBLANC LTDA|0-0|E000014518
INM MONTECARLO LTDA|0-0|E000014519
INM MONTVBLANC LTDA|0-0|E000014520
INM NVA DE LYON S A|0-0|E000014521
INM OBILIARIA E INVERSIONES MARI|0-0|E000014522
INM PALENA LTDA|0-0|E000014523
INM PARQUE ARAUCANO CUATRO LTDA|0-0|E000014524
INM PARQUE TOBALABA LTDA|0-0|E000014525
INM PATAGONIA HOMES LTDA|76488800-6|E000014526
INV PATAGONIA HOMES LIMITADA|76488800-6|E000014526
INVERSIONES PATAGONIA HOMES LIMI|76488800-6|E000014526
INVERSIONES PATAGONIA HOMES LIMITADA|76488800-6|E000014526
INM PAULONIA II S A|0-0|E000014527
INM PAULONIA II SA|0-0|E000014527
INM PAZ Y FROIMOVICH SA|96905340-3|E000014528
INVERSIONES PAZ Y FROIMOVICH S A|96905340-3|E000014528
INVERSIONES PAZ Y FROIMOVICH SA|96905340-3|E000014528
INM PLAZA DONA ISIDORA S A|0-0|E000014529
INM PLAZA DONA ISIDORA SA|0-0|E000014529
INM POCURO S A|0-0|E000014530
INM PORTADA SA|0-0|E000014531
INM PUCARA S A|0-0|E000014532
INM PUERTO SANTO DOMINGO S A|0-0|E000014533
INM RAIMAPU LIMITADA|0-0|E000014534
INM RAUL PLANELLS Y CIA LTDA|0-0|E000014535
INMOB RAUL PLANELLS Y CIA LTDA|0-0|E000014535
RAUL PLANELLS Y COMPANIA LIMITAD|0-0|E000014535
RAUL PLANELLS Y COMPANIA LIMITADA|0-0|E000014535
INM RIO DAS PEDRAS S A|0-0|E000014536
INM RIO PETROHUE LTDA|0-0|E000014537
INM RUCALCHUE I LTDA|0-0|E000014538
INM RUPANCO LTDA|0-0|E000014539
INM SAN GIOVANNI S A|0-0|E000014540
INM SAN GIOVANNI SA|0-0|E000014540
INM SAN JOSE DE MAIPU LTDA|0-0|E000014541
INM SANTA CONSTANZA S A|0-0|E000014542
INM SANTA FRESIA LTDA|0-0|E000014543
INM SANTA MARTA S A|76009898-1|E000014544
INM SDO DIRECTORIO S A|0-0|E000014545
INM SIENA LTDA Y CONST DALMACIA S A|0-0|E000014546
INM SIENA LTDA Y CONST DALMACIA SA|0-0|E000014546
INM SOCINCO LTDA|0-0|E000014547
INM SOCOVESA S A|0-0|E000014548
INM SOCOVESA STGO S A|0-0|E000014549
INM TERRAZAS DEL CONDOR S A|0-0|E000014550
INM VIENTONEVADO LTDA|0-0|E000014551
INM Y C DIAZ Y MILIC LTDA|0-0|E000014552
INM Y C TORRELAVEGA LTDA|0-0|E000014553
INM Y C VALLE HERMOSO S A|0-0|E000014554
INM Y COM STA VERONICA LTDA|0-0|E000014555
INM Y COMERCIAL BOREAL LT|0-0|E000014556
INM Y COMERCIAL BOREAL LTDA|0-0|E000014556
INM Y COMERCIAL CAMOSSI LIMITADA|0-0|E000014557
INM Y COMERCIAL CAMOSSI LTDA|0-0|E000014557
INM Y CONST  PARANA LAREDO SPA|0-0|E000014558
INM Y CONST ALHUNE LTDA|0-0|E000014559
INM Y CONST DON ANTONIO SPA|0-0|E000014560
INM Y CONST HANGA ROA SA|0-0|E000014561
INM Y CONST J JORQUERA S A|0-0|E000014562
INM Y CONST LOS NEVADOS LTDA|0-0|E000014563
INM Y CONST LOSNEVADOS LTDA|0-0|E000014564
INM Y CONST REINA VICTORIA SA|0-0|E000014565
INM Y DESARROLLOS ANDALIEN LTDA |0-0|E000014566
INM Y RENTAS ALCANT 218 S A|0-0|E000014567
INM Y RTAS ALCANT 218 S A|0-0|E000014567
INM ZUMASA LTDA|0-0|E000014568
INM0BILIARIA SELMAN S A|96566340-1|E000014569
INMOBILIARIA SELMAN SOCIEDAD ANONIMA|96566340-1|E000014569
INMB CENTRO COMERC PLAZA LO CA|0-0|E000014570
INMB CONDELL LTDA|0-0|E000014571
INMB E INV DON AMADOR LTDA|0-0|E000014572
INMB E INV PRINCIPE DE GALES S A|96679700-2|E000014573
INMB E INVERSIONES ALCALA LTDA|0-0|E000014574
INMB E INVERSIONES ANDES PATAGON|0-0|E000014575
INMB E INVERSIONES FUTURO LTDA|0-0|E000014576
INMB E INVERSIONES LAGUNA LIMITA|0-0|E000014577
INMB INVERSIONES ASES CONARIPE LTDA|0-0|E000014578
INMB LLONA LTDA|0-0|E000014579
INMB LOS SILOS II LTDA|0-0|E000014580
INMB MELILONCO LTDA|0-0|E000014581
INMB POCURO S A|0-0|E000014582
INMB RIO CISNES LTDA|0-0|E000014583
INMB SAN FRANCISCO LTDA|0-0|E000014584
INMB SAN JOSE DE LA DEHESA SA|0-0|E000014585
INMB Y CONSTRC INGENR Y PROYECTO|0-0|E000014586
INMBLILIARIA DE SANTIAGO S A|96867180-4|E000014587
INMOBILIARIA DE SANTIAGO S A|96867180-4|E000014587
INMBOLIARIA PATRICIO LYNCH S A|96504600-3|E000014588
INMOB PATRICIO LYNCH S A|96504600-3|E000014588
INMOB PATRICIO LYNCH SA|96504600-3|E000014588
INMOBILIARIA PATRCIO LYNCH S A|96504600-3|E000014588
INMOBILIARIA PATRICIO LYNCH S A|96504600-3|E000014588
INMOBILIARIA PATRICIO LYNCH SA|96504600-3|E000014588
INMOBILIRIA PATRICIO LYNCH S A|96504600-3|E000014588
INMBOLIARIA ROBINSON LIMITADA|76248060-3|E000014589
INMOBILIARIA ROBINSON LIMITADA|76248060-3|E000014589
INMED SPA|76466563-5|E000014590
INMEPAR SOCIEDAD LIMITADA|0-0|E000014591
INMET INDUSTRIAS METALURGICAS S A|0-0|E000014592
INMIBILIARIA E3 S A|0-0|E000014593
INMMOBILIARIA SAN SEBASTIAN LTDA|76213605-8|E000014594
INMOB  SAN SEBASTIAN LTDA|76213605-8|E000014594
INMOB  SAN SEBASTIAN LTDA |76213605-8|E000014594
INMOB SAN SEBASTIAN LTDA|76213605-8|E000014594
INMOBILIARIA SAN SEBASTIAN LTDA|76213605-8|E000014594
INMO B E INV ALDEBARAN LTDA|0-0|E000014595
INMO E INV ARAUCANIA LTDA|0-0|E000014596
INMO E INVER DUHALDE ETXEA LIMIT|0-0|E000014597
INMO F CASSORLA GOLIBUFF LTDA|0-0|E000014598
INMO LOS CANELOS LTDA|0-0|E000014599
INMO MED SPA|76775348-9|E000014600
INMO PLAZA DV2 LTDA|0-0|E000014601
INMO SAN MATEO LTDA|0-0|E000014602
INMO Y COMER STA VERONICA LTDA|0-0|E000014603
INMOB   E INVERSIONES AMELIA LTDA|76021803-0|E000014604
INMOB   LOS CANELOS LTDA |76230111-3|E000014605
INMOB LOS CANELOS LTDA|76230111-3|E000014605
INMOB LOS CANELOS LTDA |76230111-3|E000014605
INMOBILIARIA LOS CANELOS LTDA|76230111-3|E000014605
INMOB  A  G  I  MORSO LTDA|76431240-6|E000014606
INMOBILIARIA A G I  MORSO LIMITADA|76431240-6|E000014606
INMOBILIARIA AGI MORSO LTDA|76431240-6|E000014606
INMOB  ALCALDE P ALARCON S A |76114857-5|E000014607
INMOB  ALCALDE PEDRO ALARCON|76114857-5|E000014607
INMOB ALCALDE P ALARCON|76114857-5|E000014607
INMOB ALCALDE P ALARCON S A |76114857-5|E000014607
INMOB  ALMAGRO S A |76089395-1|E000014608
INMOBILIARIA ALMAGRO S A|76089395-1|E000014608
INMOB  AMERICO VESPUCIO 4641 S A |76709960-6|E000014609
INMOB AMERICO VESPUCIO 4641 S A |76709960-6|E000014609
INMOBILIARIA AMERICO VESPUCIO 4641 S A|76709960-6|E000014609
INMOB  APOQUINDO ORIENTE S A |99566850-5|E000014610
INMOB APOQUINDO ORIENTE II S A |99566850-5|E000014610
INMOB APOQUINDO ORIENTE IV S A |99566850-5|E000014610
INMOB APOQUINDO ORIENTE SA|99566850-5|E000014610
INMOBILIARIA APOQUINDO ORIENTE S A|99566850-5|E000014610
INMOB  ARMAS ITALIA SPA|76172602-1|E000014611
INMOB  BARRIO PARQUE S A |76048088-6|E000014612
INMOB BARRIO PARQUE S A|76048088-6|E000014612
INMOB  BATLLE Y ORDO EZ SA|0-0|E000014613
INMOB  BR DOS LTDA |76058874-1|E000014614
INMOB BR DOS LTDA|76058874-1|E000014614
INMOBILIARIA BR DOS LTDA|76058874-1|E000014614
INMOB  BUENA ESPERANZA S A |76074887-0|E000014615
INMOBILIARIA BUENA ESPERANZA S A|76074887-0|E000014615
INMOBILIARIA BUENA ESPERANZA S P|76074887-0|E000014615
INMOBILIARIA BUENA ESPERANZA S P A |76074887-0|E000014615
INMOBILIARIA BUENA ESPERANZA S.P.A.|76074887-0|E000014615
